transaction_reference,authorization_number,primary_account_number,card_bin_number,card_suffix,card_expiry_date,card_product_type,account_type,transaction_date,transaction_time,local_date,local_time,transaction_amount_inr,transaction_currency_code,settlement_amount,settlement_currency,transaction_code,transaction_description,merchant_identifier,merchant_business_name,mcc_code,merchant_location_city,merchant_location_state,merchant_country_code,merchant_postal_code,merchant_phone,terminal_identifier,pos_entry_capability,pos_cardholder_presence,card_present_indicator,authorization_response_code,response_code,response_description,approval_date,address_verification_result,cvv_verification_result,cvv_presence_indicator,acquiring_institution_id,acquiring_bin,issuing_bin,visa_network_reference,interchange_reimbursement_fee,service_charge,network_processing_fee,gst_amount,retrieval_reference_number,system_trace_audit_number,batch_identifier,settlement_date,fraud_detection_score,risk_assessment,secure_3d_auth_status,secure_3d_eci,bank_name,data_source,record_created_timestamp
SBI000000004002,AUTH0004002,453231******6376,453231,6376,2607,VISA,CURRENT,20260103,231057,20260103,231057,6393.02,356,,,000000,ATM WITHDRAWAL,SBI323395,Saraf Ltd,4121,Hyderabad,Uttarakhand,IND,517120,+915333501626,TERM161044,81,1,1,A25104,61,Do not honor,20260103,Y,U,0,SBI00001,453233,453231,VISA2204616814,74.21,48.98,8.86,8.02,RRN0000004002,004002,BATCH11954,20260104,798.0,LOW,N,05,SBI,SBI_BANK,2026-01-04T23:10:57.469529
SBI000000006460,AUTH0006460,453233******9806,453233,9806,2912,VISA,CURRENT,20260104,231057,20260104,231057,5487.56,356,,,200000,ONLINE PAYMENT,SBI703531,Mani Inc,5732,Mumbai,Punjab,IND,,02841944746,TERM566705,02,2,1,A90579,91,Approved,20260104,P,S,0,SBI00001,453232,453233,VISA9406906057,53.72,,8.35,15.93,RRN0000006460,006460,BATCH88631,20260106,811.0,HIGH,N,06,SBI,SBI_BANK,2026-01-04T23:10:57.753851
SBI000000007279,AUTH0007279,453232******6037,453232,6037,2610,VISA,SAVINGS,20251221,231057,20251221,231057,6312.67,356,,,010000,ONLINE PAYMENT,SBI615542,Korpal-Patil,5942,Bangalore,Jharkhand,IND,,,TERM241240,90,2,0,,14,Approved,20251221,N,P,1,SBI00001,453231,453232,VISA9243519640,,33.47,7.73,19.69,RRN0000007279,007279,BATCH35954,20251222,689.0,LOW,N,06,SBI,SBI_BANK,2026-01-04T23:10:57.844489
SBI000000005294,AUTH0005294,453234******4975,453234,4975,2806,VISA,SAVINGS,20251207,231057,20251207,231057,7774.43,356,,,200000,POS PURCHASE,SBI655538,"Mammen, Rana and Kadakia",,Hyderabad,Tripura,IND,671744,,TERM968713,02,0,1,A11867,14,Insufficient funds,20251207,A,P,0,SBI00001,453233,453234,VISA3474855953,37.07,23.99,11.91,17.71,RRN0000005294,005294,BATCH24544,20251209,645.0,MEDIUM,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.621510
SBI000000006199,AUTH0006199,453234******9530,453234,9530,2901,VISA,CURRENT,20251227,231057,20251227,231057,659.78,356,,,000000,POS PURCHASE,SBI972114,Kapoor-Misra,4121,Kolkata,Telangana,IND,361809,,TERM902774,90,1,0,A78776,14,Approved,20251227,P,M,1,SBI00001,453231,453234,VISA9954677295,47.75,27.42,7.98,,RRN0000006199,006199,BATCH25791,20251228,9.0,,A,,SBI,SBI_BANK,2026-01-04T23:10:57.725056
SBI000000005485,AUTH0005485,453233******2863,453233,2863,2802,VISA,CURRENT,2025-12-09,231057,20251209,231057,2516.91,356,,,000000,POS PURCHASE,SBI915745,Hari-Behl,5691,Ahmedabad,Nagaland,IND,495140,,TERM944554,81,1,1,A81530,61,Insufficient funds,20251209,P,S,1,SBI00001,453234,453233,VISA6643201698,47.69,47.14,18.06,11.43,RRN0000005485,005485,BATCH67039,20251210,17.0,LOW,A,,SBI,SBI_BANK,2026-01-04T23:10:57.641245
SBI000000005894,AUTH0005894,453231******4109,453231,4109,2603,VISA,CURRENT,20251209,231057,20251209,231057,6411.11,356,,,200000,POS PURCHASE,SBI901988,"Thaman, Hayer and Rajagopal",5541,Pune,Uttar Pradesh,IND,,,TERM478646,05,2,1,A25774,14,Insufficient funds,20251209,N,S,0,SBI00001,453232,453231,VISA6552823547,,23.52,13.86,7.02,RRN0000005894,005894,BATCH23014,20251210,,MEDIUM,N,06,SBI,SBI_BANK,2026-01-04T23:10:57.691451
SBI000000004319,AUTH0004319,607050******6266,607050,6266,3012,VISA,SAVINGS,25-12-2025,231057,20251225,231057,1552.3,356,,,000000,ONLINE PAYMENT,SBI858328,Trivedi-Sangha,,Kolkata,Manipur,IND,899435,05500535760,TERM430357,90,2,1,A36733,00,Do not honor,20251225,U,U,0,SBI00001,453234,607050,VISA6432914617,77.78,48.36,11.96,7.32,RRN0000004319,004319,BATCH61457,20251226,,LOW,Y,05,SBI,SBI_BANK,2026-01-04T23:10:57.507744
SBI000000004106,AUTH0004106,453232******9582,453232,9582,2711,VISA,SAVINGS,20251225,231057,20251225,231057,8994.81,356,,,010000,ATM WITHDRAWAL,SBI294306,Zachariah Ltd,,Delhi,Arunachal Pradesh,IND,350125,,TERM492221,05,2,1,A12893,91,Insufficient funds,20251225,Y,N,0,SBI00001,453231,453232,VISA2369466051,80.58,22.95,10.62,24.88,RRN0000004106,004106,BATCH35234,20251226,221.0,LOW,N,06,SBI,SBI_BANK,2026-01-04T23:10:57.482061
SBI000000005944,AUTH0005944,453234******7528,453234,7528,2807,VISA,SAVINGS,20251214,231057,20251214,231057,4291.67,356,,,010000,REFUND,SBI498661,Pall-Deep,,Hyderabad,Odisha,IND,839439,,TERM743540,90,2,1,A25824,00,Insufficient funds,20251214,Y,P,0,SBI00001,453232,453234,VISA8201494366,30.63,49.36,8.15,19.49,RRN0000005944,005944,BATCH77073,20251215,,LOW,U,,SBI,SBI_BANK,2026-01-04T23:10:57.693415
SBI000000005558,AUTH0005558,453231******5466,453231,5466,3001,VISA,CREDIT,20251215,231057,20251215,231057,7330.88,356,,,000000,ATM WITHDRAWAL,SBI170128,Seth PLC,7011,Pune,Andhra Pradesh,IND,871019,,TERM998630,05,0,0,A87135,51,Insufficient funds,20251215,Y,U,0,SBI00001,453233,453231,VISA6862096834,35.53,,9.71,10.92,RRN0000005558,005558,BATCH89507,20251216,481.0,LOW,N,,SBI,SBI_BANK,2026-01-04T23:10:57.652465
SBI000000007041,AUTH0007041,453234******9189,453234,9189,2601,VISA,CREDIT,20251215,231057,20251215,231057,-9935.77,356,,,010000,ONLINE PAYMENT,SBI293109,Prabhakar-Om,5661,Mumbai,Manipur,IND,852912,,TERM556446,90,1,0,A93938,61,Do not honor,20251215,N,S,0,SBI00001,453234,453234,VISA1031416285,63.03,35.25,19.34,17.51,RRN0000007041,007041,BATCH40784,20251217,,MEDIUM,N,,SBI,SBI_BANK,2026-01-04T23:10:57.818636
SBI000000006805,AUTH0006805,453231******2560,453231,2560,2608,VISA,SAVINGS,20251225,231057,20251225,231057,566.2,356,,,010000,ONLINE PAYMENT,SBI274352,Gara Inc,5999,Pune,Madhya Pradesh,IND,958145,+914418501664,TERM802644,90,0,1,A15099,00,Insufficient funds,20251225,P,P,1,SBI00001,453232,453231,VISA1183837834,,11.39,,12.04,RRN0000006805,006805,BATCH82108,20251226,137.0,HIGH,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.792796
SBI000000004408,AUTH0004408,453232******8459,453232,8459,2909,VISA,CREDIT,20251211,231057,20251211,231057,1609.11,356,,,000000,REFUND,SBI502593,"Suri, Sastry and Kannan",5732,Bangalore,Jharkhand,IND,131619,07496784527,TERM861015,90,1,0,,14,Do not honor,20251211,A,P,1,SBI00001,453234,453232,VISA4421270237,44.21,29.62,,13.82,RRN0000004408,004408,BATCH44067,20251213,774.0,,N,05,SBI,SBI_BANK,2026-01-04T23:10:57.518513
SBI000000006426,AUTH0006426,453232******8980,453232,8980,2610,VISA,CREDIT,20251210,231057,20251210,231057,9058.03,356,,,200000,ONLINE PAYMENT,SBI926522,Pandit-Magar,5661,Pune,Andhra Pradesh,IND,578676,07448703817,TERM105827,05,2,0,A17474,51,Insufficient funds,20251210,N,S,1,SBI00001,453231,453232,VISA8069981350,72.74,13.37,6.43,29.77,RRN0000006426,006426,BATCH40068,20251211,219.0,MEDIUM,U,05,SBI,SBI_BANK,2026-01-04T23:10:57.751433
SBI000000006171,AUTH0006171,453231******5785,453231,5785,3004,VISA,SAVINGS,20251223,231057,20251223,231057,7887.04,356,,,000000,POS PURCHASE,SBI328867,Chaudhuri PLC,5661,Chennai,Nagaland,IND,113620,,TERM493244,81,2,0,A70698,05,Do not honor,20251223,A,N,1,SBI00001,453231,453231,VISA9677506413,34.16,22.78,,14.77,RRN0000006171,006171,BATCH44224,20251224,776.0,LOW,A,,SBI,SBI_BANK,2026-01-04T23:10:57.722307
SBI000000006090,AUTH0006090,453233******9940,453233,9940,2902,VISA,SAVINGS,20251206,231057,20251206,231057,4279.0,356,,,010000,POS PURCHASE,SBI847367,"Sarkar, Kara and Parekh",,Delhi,Uttar Pradesh,IND,719039,,TERM937282,81,2,1,A97522,91,Approved,20251206,S,S,1,SBI00001,453234,453233,VISA9100896480,46.29,37.39,5.35,,RRN0000006090,006090,BATCH77986,20251208,,HIGH,N,,SBI,SBI_BANK,2026-01-04T23:10:57.713365
SBI000000007325,AUTH0007325,453231******2654,453231,2654,2905,VISA,CURRENT,20251231,231057,20251231,231057,631.99,356,,,010000,REFUND,SBI706339,Thakkar LLC,5691,Chennai,,IND,290665,,TERM453292,02,2,1,A52617,91,Do not honor,20251231,A,S,0,SBI00001,453233,453231,VISA4546348423,43.35,,16.73,25.57,RRN0000007325,007325,BATCH88962,20260101,717.0,,N,07,SBI,SBI_BANK,2026-01-04T23:10:57.848924
SBI000000004603,AUTH0004603,453231******1340,453231,1340,2803,VISA,SAVINGS,20251206,231057,20251206,231057,6950.58,356,,,200000,POS PURCHASE,SBI793747,Nadkarni and Sons,,Bangalore,Arunachal Pradesh,IND,663255,1580867894,TERM158167,02,1,1,A51193,05,Approved,20251206,N,N,1,SBI00001,453234,453231,VISA9974662958,16.59,46.7,3.62,10.28,RRN0000004603,004603,BATCH85496,20251208,,,A,,SBI,SBI_BANK,2026-01-04T23:10:57.542239
SBI000000006015,AUTH0006015,453232******7710,453232,7710,2702,VISA,CURRENT,20251220,231057,20251220,231057,8520.61,356,,,000000,POS PURCHASE,SBI435829,"Yogi, Thaker and Dara",5732,Jaipur,Uttar Pradesh,IND,928694,,TERM480466,81,1,0,A75610,00,Do not honor,20251220,S,P,1,SBI00001,453234,453232,VISA5037137966,61.11,,10.86,8.3,RRN0000006015,006015,BATCH65125,20251222,,HIGH,A,07,SBI,SBI_BANK,2026-01-04T23:10:57.706192
SBI000000007499,AUTH0007499,453234******3076,453234,3076,2702,VISA,CREDIT,20251226,231057,20251226,231057,4428.63,356,,,200000,REFUND,SBI961818,"Gole, Narasimhan and Dube",5691,Delhi,Uttarakhand,IND,994460,,TERM397684,90,2,0,A94493,00,Do not honor,20251226,U,U,1,SBI00001,453232,453234,VISA5254328831,97.32,18.79,,20.63,RRN0000007499,007499,BATCH81622,20251228,880.0,LOW,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.868603
SBI000000004693,AUTH0004693,453233******4995,453233,4995,2909,VISA,CREDIT,20251230,231057,20251230,231057,944.42,356,,,010000,REFUND,SBI422941,Brahmbhatt and Sons,5732,Chennai,Jharkhand,IND,866846,,TERM383594,90,2,0,A24147,14,Do not honor,20251230,U,P,1,SBI00001,453233,453233,VISA4819089707,,29.06,,10.3,RRN0000004693,004693,BATCH88796,20260101,,MEDIUM,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.552938
SBI000000005056,AUTH0005056,453234******4686,453234,4686,2609,VISA,CREDIT,20251215,231057,20251215,231057,2132.01,356,,,200000,REFUND,SBI956413,"Lad, Swaminathan and Bumb",,Hyderabad,Gujarat,IND,578096,+912792990251,TERM887905,90,1,1,A00227,05,Insufficient funds,20251215,N,N,1,SBI00001,453233,453234,VISA4204927588,36.57,,18.18,14.68,RRN0000005056,005056,BATCH92873,20251216,823.0,MEDIUM,U,05,SBI,SBI_BANK,2026-01-04T23:10:57.595421
SBI000000004980,AUTH0004980,453234******2681,453234,2681,2804,VISA,CREDIT,20251225,231057,20251225,231057,1319.42,356,,,200000,REFUND,SBI227534,Narayan-Basu,5912,Mumbai,Bihar,IND,730357,,TERM779554,02,0,1,A54177,91,Insufficient funds,20251225,U,U,0,SBI00001,453232,453234,VISA6154024946,81.58,,9.55,24.89,RRN0000004980,004980,BATCH36287,20251226,,LOW,N,07,SBI,SBI_BANK,2026-01-04T23:10:57.587389
SBI000000006020,AUTH0006020,453231******7118,453231,7118,2911,VISA,CURRENT,20251221,231057,20251221,231057,1775.66,356,,,000000,POS PURCHASE,SBI348758,Boase Group,5661,Mumbai,Nagaland,IND,698838,,TERM562997,90,2,1,A35636,51,Insufficient funds,20251221,S,N,0,SBI00001,453234,453231,VISA5499421029,71.94,44.94,,25.08,RRN0000006020,006020,BATCH70803,20251222,,MEDIUM,A,,SBI,SBI_BANK,2026-01-04T23:10:57.706192
SBI000000005008,AUTH0005008,453234******3364,453234,3364,2612,VISA,SAVINGS,20251211,231057,20251211,231057,5167.9,356,,,200000,REFUND,SBI855949,"Bobal, Deshmukh and Purohit",5999,Bangalore,Madhya Pradesh,IND,976415,,TERM508635,02,2,1,A69916,05,Approved,20251211,U,S,1,SBI00001,453234,453234,VISA8696114092,15.29,49.87,12.08,20.02,RRN0000005008,005008,BATCH85588,20251212,618.0,HIGH,U,,SBI,SBI_BANK,2026-01-04T23:10:57.589883
SBI000000004109,AUTH0004109,453231******4555,453231,4555,2812,VISA,CREDIT,20-12-2025,231057,20251220,231057,6612.01,356,,,000000,REFUND,SBI205867,Mutti and Sons,4121,Chennai,Uttar Pradesh,IND,539486,00415758427,TERM612332,05,0,1,A68612,91,Insufficient funds,20251220,N,P,0,SBI00001,453232,453231,VISA8528656615,,6.51,12.05,27.61,RRN0000004109,004109,BATCH70686,20251221,,HIGH,N,,SBI,SBI_BANK,2026-01-04T23:10:57.482061
SBI000000004467,AUTH0004467,453234******7887,453234,7887,3012,VISA,CURRENT,20251224,231057,20251224,231057,7942.97,356,,,000000,REFUND,SBI162788,"Toor, Ganesan and Naik",4121,Bangalore,Jharkhand,IND,453656,+917689220682,TERM659563,02,2,1,A99458,00,Do not honor,20251224,U,M,0,SBI00001,453233,453234,VISA8018520204,71.4,11.68,7.47,25.99,RRN0000004467,004467,BATCH15712,20251226,,,N,,SBI,SBI_BANK,2026-01-04T23:10:57.524025
SBI000000004176,AUTH0004176,453231******3122,453231,3122,3012,VISA,SAVINGS,20251210,231057,20251210,231057,6190.79,356,,,000000,POS PURCHASE,SBI895647,Savant Group,5999,Kolkata,Tamil Nadu,IND,468015,,TERM295954,90,0,1,,00,Insufficient funds,20251210,N,U,1,SBI00001,453231,453231,VISA6281098193,60.43,,9.57,,RRN0000004176,004176,BATCH65998,20251212,223.0,,U,07,SBI,SBI_BANK,2026-01-04T23:10:57.491521
SBI000000004081,AUTH0004081,453233******6161,453233,6161,3009,VISA,CREDIT,20251217,231057,20251217,231057,8560.78,356,,,010000,REFUND,SBI147819,Bhavsar-Oza,5921,Hyderabad,,IND,728576,,TERM533354,05,0,1,A31766,05,Do not honor,20251217,N,N,1,SBI00001,453233,453233,VISA7285001220,,34.21,,17.97,RRN0000004081,004081,BATCH76580,20251218,318.0,LOW,U,06,SBI,SBI_BANK,2026-01-04T23:10:57.479142
SBI000000007321,AUTH0007321,453233******1822,453233,1822,3010,VISA,SAVINGS,20251230,231057,20251230,231057,2290.8,356,,,000000,ONLINE PAYMENT,SBI444492,"Sabharwal, Morar and Patla",5942,Ahmedabad,Arunachal Pradesh,IND,867883,00134223550,TERM217341,05,1,1,A44057,05,Insufficient funds,20251230,A,M,0,SBI00001,453234,453233,VISA7420083130,80.64,27.84,5.06,,RRN0000007321,007321,BATCH38031,20260101,861.0,,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.848924
SBI000000005571,AUTH0005571,453233******1189,453233,1189,2803,VISA,CURRENT,2025-12-12,231057,20251212,231057,1507.99,356,,,010000,POS PURCHASE,SBI577196,Bhatt-Andra,5921,Hyderabad,Mizoram,IND,249834,,TERM381813,90,2,0,A89217,00,Insufficient funds,20251212,U,M,1,SBI00001,453232,453233,VISA2012200820,62.26,37.71,,,RRN0000005571,005571,BATCH74583,20251214,346.0,HIGH,N,05,SBI,SBI_BANK,2026-01-04T23:10:57.654113
SBI000000005054,AUTH0005054,453234******5195,453234,5195,2802,VISA,CREDIT,20251213,231057,20251213,231057,2631.3,356,,,000000,REFUND,SBI951882,Behl PLC,,Ahmedabad,West Bengal,IND,245625,+918207809882,TERM913885,02,2,1,A20925,51,Do not honor,20251213,U,U,1,SBI00001,453231,453234,VISA3092178012,,5.18,10.04,7.5,RRN0000005054,005054,BATCH91404,20251214,,MEDIUM,N,,SBI,SBI_BANK,2026-01-04T23:10:57.595421
SBI000000005794,AUTH0005794,453232******4908,453232,4908,2811,VISA,SAVINGS,20251211,231057,20251211,231057,2056.58,356,,,010000,REFUND,SBI733127,Kulkarni PLC,5921,Kolkata,Assam,IND,,+910043625691,TERM899470,05,0,1,A53930,00,Approved,20251211,S,M,0,SBI00001,453234,453232,VISA4599256019,79.77,21.19,,,RRN0000005794,005794,BATCH22756,20251213,191.0,,N,05,SBI,SBI_BANK,2026-01-04T23:10:57.680180
SBI000000006475,AUTH0006475,453231******8073,453231,8073,2806,VISA,SAVINGS,20251214,231057,20251214,231057,1564.57,356,,,010000,ONLINE PAYMENT,SBI984301,Sen LLC,,Pune,Chhattisgarh,IND,271425,,TERM710118,90,2,0,A66338,14,Do not honor,20251214,U,P,1,SBI00001,453232,453231,VISA6907466934,98.1,36.36,4.94,29.01,RRN0000006475,006475,BATCH24389,20251215,,LOW,N,,SBI,SBI_BANK,2026-01-04T23:10:57.753851
SBI000000007109,AUTH0007109,453233******3620,453233,3620,2802,VISA,SAVINGS,20260102,231057,20260102,231057,9907.29,356,,,010000,ATM WITHDRAWAL,SBI384327,Brar Group,5691,Lucknow,Goa,IND,,,TERM881877,05,0,0,A42955,51,Insufficient funds,20260102,N,S,0,SBI00001,453233,453233,VISA8395774001,38.24,25.11,3.71,9.13,RRN0000007109,007109,BATCH64631,20260104,,,A,05,SBI,SBI_BANK,2026-01-04T23:10:57.826223
SBI000000007400,AUTH0007400,453233******3909,453233,3909,2601,VISA,CREDIT,14-12-2025,231057,20251214,231057,9123.63,356,,,000000,ATM WITHDRAWAL,SBI395761,"Kannan, Doctor and Thaman",5814,Pune,Mizoram,IND,245074,,TERM664936,90,1,1,A75257,05,Insufficient funds,20251214,A,N,1,SBI00001,453233,453233,VISA8913676241,61.06,8.94,,14.8,RRN0000007400,007400,BATCH51511,20251216,671.0,MEDIUM,N,,SBI,SBI_BANK,2026-01-04T23:10:57.858242
SBI000000006962,AUTH0006962,453232******8244,453232,8244,2904,VISA,CURRENT,20251207,231057,20251207,231057,7368.44,356,,,000000,ATM WITHDRAWAL,SBI662337,"Pandit, Chakraborty and Contractor",5814,Hyderabad,Chhattisgarh,IND,886959,,TERM765530,02,1,0,A74816,14,Do not honor,20251207,A,N,0,SBI00001,453232,453232,VISA1686272756,56.14,37.02,3.49,18.31,RRN0000006962,006962,BATCH63516,20251209,413.0,MEDIUM,U,06,SBI,SBI_BANK,2026-01-04T23:10:57.810148
SBI000000007062,AUTH0007062,714044******9172,714044,9172,2709,VISA,CURRENT,20251210,231057,20251210,231057,2220.87,356,,,200000,ATM WITHDRAWAL,SBI300363,"Ganesh, Pandit and Suri",5311,Lucknow,Uttarakhand,IND,151971,+915773175363,TERM268751,05,1,1,A97869,00,Do not honor,20251210,A,U,0,SBI00001,453231,714044,VISA4247343738,66.65,23.39,5.5,29.88,RRN0000007062,007062,BATCH88703,20251211,184.0,LOW,N,07,SBI,SBI_BANK,2026-01-04T23:10:57.821561
SBI000000006642,AUTH0006642,453233******7388,453233,7388,2811,VISA,CREDIT,20251214,231057,20251214,231057,320.03,356,,,000000,REFUND,SBI568959,Murthy-Ramaswamy,5942,Mumbai,Andhra Pradesh,IND,534854,,TERM358105,05,2,0,A90127,51,Approved,20251214,P,N,0,SBI00001,453234,453233,VISA3269482134,21.31,23.62,,21.13,RRN0000006642,006642,BATCH63525,20251215,49.0,MEDIUM,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.774013
SBI000000006637,AUTH0006637,453234******5826,453234,5826,2612,VISA,CREDIT,20251208,231057,20251208,231057,7835.54,356,,,200000,ATM WITHDRAWAL,SBI169346,Chopra-Dayal,5921,Ahmedabad,,IND,175347,+911414215825,TERM782449,05,1,0,A45143,51,Approved,20251208,S,U,1,SBI00001,453232,453234,VISA8144267585,50.19,13.59,18.2,19.43,RRN0000006637,006637,BATCH85267,20251210,882.0,,Y,07,SBI,SBI_BANK,2026-01-04T23:10:57.774013
SBI000000006926,AUTH0006926,453233******8261,453233,8261,3010,VISA,SAVINGS,27-12-2025,231057,20251227,231057,3106.26,356,,,000000,ONLINE PAYMENT,SBI775481,"Ravi, Biswas and Char",,Delhi,Tamil Nadu,IND,,,TERM782015,02,2,1,A40767,91,Do not honor,20251227,P,N,1,SBI00001,453232,453233,VISA9113289279,,41.81,,20.42,RRN0000006926,006926,BATCH69918,20251228,,LOW,Y,05,SBI,SBI_BANK,2026-01-04T23:10:57.805524
SBI000000005705,AUTH0005705,453232******1898,453232,1898,2708,VISA,SAVINGS,2025-12-08,231057,20251208,231057,1506.81,356,,,000000,POS PURCHASE,SBI204519,Bansal LLC,5942,Chennai,Manipur,IND,248395,,TERM470379,81,0,0,A83410,61,Do not honor,20251208,Y,P,0,SBI00001,453231,453232,VISA8672078219,54.62,,,28.56,RRN0000005705,005705,BATCH78653,20251209,225.0,HIGH,N,07,SBI,SBI_BANK,2026-01-04T23:10:57.669524
SBI000000005135,AUTH0005135,453234******1569,453234,1569,2908,VISA,SAVINGS,20251223,231057,20251223,231057,7957.77,356,,,000000,POS PURCHASE,SBI546745,"Venkatesh, Kaur and Bajwa",,Lucknow,Odisha,IND,,2220241766,TERM754178,81,2,1,A97068,61,Insufficient funds,20251223,Y,S,0,SBI00001,453232,453234,VISA6486930939,57.59,12.32,3.07,7.83,RRN0000005135,005135,BATCH24226,20251224,,,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.604499
SBI000000006140,AUTH0006140,453232******6961,453232,6961,2610,VISA,SAVINGS,20251225,231057,20251225,231057,6605.43,356,,,000000,POS PURCHASE,SBI798671,Dhawan-Keer,,Delhi,Nagaland,IND,507821,07870009854,TERM701591,81,2,1,,91,Approved,20251225,P,N,0,SBI00001,453233,453232,VISA6309252515,,6.48,14.79,,RRN0000006140,006140,BATCH58564,20251227,518.0,MEDIUM,U,,SBI,SBI_BANK,2026-01-04T23:10:57.720086
SBI000000007055,AUTH0007055,453234******7516,453234,7516,2608,VISA,CREDIT,20251220,231057,20251220,231057,7124.75,356,,,200000,ATM WITHDRAWAL,SBI562909,Hayre Inc,5921,Delhi,Chhattisgarh,IND,304270,08914274258,TERM904186,81,1,0,A91596,14,Insufficient funds,20251220,S,U,1,SBI00001,453234,453234,VISA2020223098,60.41,10.38,17.15,13.75,RRN0000007055,007055,BATCH27290,20251222,,,U,,SBI,SBI_BANK,2026-01-04T23:10:57.820916
SBI000000005847,AUTH0005847,453231******7066,453231,7066,2907,VISA,CURRENT,2025-12-09,231057,20251209,231057,8122.19,356,,,200000,ATM WITHDRAWAL,SBI595531,Mody-Raja,7011,Lucknow,Manipur,IND,896646,8848805954,TERM826198,02,0,1,A74200,61,Insufficient funds,20251209,A,M,0,SBI00001,453233,453231,VISA8391586492,77.57,8.68,6.88,27.74,RRN0000005847,005847,BATCH26232,20251210,701.0,HIGH,U,,SBI,SBI_BANK,2026-01-04T23:10:57.686591
SBI000000004660,AUTH0004660,353530******2670,353530,2670,2810,VISA,CREDIT,20251215,231057,20251215,231057,8765.54,356,,,000000,ONLINE PAYMENT,SBI363226,Gill LLC,4121,Kolkata,Haryana,IND,,+916305757866,TERM103175,90,2,0,A07025,05,Do not honor,20251215,P,M,1,SBI00001,453233,353530,VISA8392822518,38.02,16.7,,17.05,RRN0000004660,004660,BATCH79899,20251217,,,A,,SBI,SBI_BANK,2026-01-04T23:10:57.547845
SBI000000006882,AUTH0006882,453234******8750,453234,8750,2609,VISA,CURRENT,20251210,231057,20251210,231057,4073.51,356,,,010000,REFUND,SBI823414,"Savant, Mishra and Kata",5541,Hyderabad,Bihar,IND,148775,9366711625,TERM341436,05,0,1,A35229,05,Insufficient funds,20251210,A,S,0,SBI00001,453232,453234,VISA1578777113,,27.29,,,RRN0000006882,006882,BATCH62599,20251211,,MEDIUM,U,05,SBI,SBI_BANK,2026-01-04T23:10:57.800815
SBI000000007332,AUTH0007332,453233******9190,453233,9190,2604,VISA,CREDIT,04-01-2026,231057,20260104,231057,2617.49,356,,,200000,POS PURCHASE,SBI543762,Buch PLC,,Chennai,Nagaland,IND,610952,,TERM663770,05,2,1,A29787,05,Do not honor,20260104,S,U,1,SBI00001,453232,453233,VISA5691683441,35.26,,16.87,14.05,RRN0000007332,007332,BATCH97404,20260105,29.0,HIGH,N,06,SBI,SBI_BANK,2026-01-04T23:10:57.850190
SBI000000006360,AUTH0006360,453233******1198,453233,1198,2811,VISA,CREDIT,20251227,231057,20251227,231057,2068.29,356,,,000000,ATM WITHDRAWAL,SBI406380,"Palan, Patla and Natarajan",5812,Jaipur,Tamil Nadu,IND,,,TERM274248,02,1,0,A75768,14,Approved,20251227,Y,M,0,SBI00001,453234,453233,VISA5575750929,79.79,,,21.22,RRN0000006360,006360,BATCH12487,20251228,,HIGH,A,06,SBI,SBI_BANK,2026-01-04T23:10:57.742265
SBI000000005574,AUTH0005574,453233******5301,453233,5301,2810,VISA,CREDIT,2025-12-20,231057,20251220,231057,6141.55,356,,,010000,ONLINE PAYMENT,SBI327683,"Buch, Choudhury and Apte",5311,Kolkata,West Bengal,IND,111425,,TERM557494,81,1,1,A16219,91,Do not honor,20251220,A,U,1,SBI00001,453231,453233,VISA7859252164,35.3,,15.38,15.4,RRN0000005574,005574,BATCH97831,20251222,,,Y,,SBI,SBI_BANK,2026-01-04T23:10:57.654674
SBI000000005479,AUTH0005479,453233******4248,453233,4248,2902,VISA,CURRENT,20251224,231057,20251224,231057,2293.75,356,,,200000,POS PURCHASE,SBI377996,Natt Group,,Bangalore,Uttar Pradesh,IND,186209,07859713411,TERM847532,81,0,1,A29288,05,Approved,20251224,A,U,0,SBI00001,453234,453233,VISA3807964183,30.22,19.69,,,RRN0000005479,005479,BATCH93205,20251225,797.0,MEDIUM,N,05,SBI,SBI_BANK,2026-01-04T23:10:57.641245
SBI000000006688,AUTH0006688,453234******0559,453234,0559,3009,VISA,CREDIT,2025-12-26,231057,20251226,231057,8770.06,356,,,200000,ATM WITHDRAWAL,SBI194927,"Murthy, Bail and Mistry",4121,Pune,Manipur,IND,,,TERM351922,90,2,1,A00622,14,Do not honor,20251226,P,P,0,SBI00001,453234,453234,VISA5834536444,79.15,,,,RRN0000006688,006688,BATCH50813,20251228,,LOW,U,07,SBI,SBI_BANK,2026-01-04T23:10:57.778877
SBI000000006812,AUTH0006812,453231******4565,453231,4565,2710,VISA,CREDIT,2025-12-11,231057,20251211,231057,3164.78,356,,,200000,ATM WITHDRAWAL,SBI379894,Arora Ltd,5541,Hyderabad,Goa,IND,237762,,TERM159415,90,2,0,A54064,91,Do not honor,20251211,P,U,1,SBI00001,453234,453231,VISA6738167751,51.98,,,18.88,RRN0000006812,006812,BATCH85571,20251212,631.0,HIGH,A,05,SBI,SBI_BANK,2026-01-04T23:10:57.792796
