txn_id,auth_id,pan,pan_first6,pan_last4,exp_date,card_brand,card_prod,txn_date,txn_time,txn_datetime,amt,curr,bill_amt,bill_curr,txn_type,proc_code,merch_id,merch_name,mcc,merch_city,merch_state,merch_country,merch_zip,term_id,pos_mode,pos_cond,auth_code,resp_code,resp_msg,avs,cvv,acq_id,acq_bin,iss_bin,net_ref,int_fee,net_fee,rrn,trace,batch,settle_date,fraud_flag,3ds,bank_name,data_source,record_created_at
IDBI0000009036,A00009036,453221******5883,453221,5883,1130,VISA,DEBIT,24/12/2025,23:10:58,,4201.23,INR,,,00,000000,M274848,"Bala, Keer and Bajwa",4121,Hyderabad,,IN,955502,T12843,02,00,B372MX,14,Do not honor,U,N,IDBI0001,453222,453221,V760191679,,,R000000009036,009036,9261,25/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:58.001087
IDBI0000009477,A00009477,453223******1664,453223,1664,0226,VISA,DEBIT,19/12/2025,23:10:58,,2268.42,INR,,,01,000000,M784495,Sangha and Sons,,,,IN,808462,T51910,02,00,N182XX,51,Approved,U,,IDBI0001,453221,453223,V981630485,,,R000000009477,009477,4668,20/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:58.040010
IDBI0000008537,A00008537,453222******4312,453222,4312,0527,VISA,DEBIT,05/12/2025,23:10:57,,7079.52,INR,,,00,000000,M855430,"Goswami, Sidhu and Sathe",5942,,,IN,536153,T68509,05,00,S105BQ,00,Approved,Y,,IDBI0001,453222,453222,V589423842,88.74,,R000000008537,008537,2828,06/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.960367
IDBI0000009903,A00009903,453221******3072,453221,3072,0730,VISA,CREDIT,07/12/2025,23:10:58,,575.35,INR,,,01,000000,M783149,,,Bangalore,,IN,652278,T48183,05,00,W375PL,05,Approved,Y,,IDBI0001,453224,453221,V533910453,58.78,,R000000009903,009903,1379,08/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:58.080246
IDBI0000009710,A00009710,862921******2733,862921,2733,1026,VISA,DEBIT,2025-12-10,23:10:58,,2651.47,INR,,,00,000000,M770369,Bala-Dhar,5651,Ahmedabad,,IN,559608,T60136,02,00,P294GP,14,Insufficient funds,N,U,IDBI0001,453221,862921,V951616411,23.24,,R000000009710,009710,6436,11/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:58.065093
IDBI0000009798,A00009798,453223******4834,453223,4834,0830,VISA,DEBIT,08/12/2025,23:10:58,,7532.91,INR,,,20,000000,M237609,"Lalla, Karpe and Mangal",5921,Delhi,,IN,147220,T28452,05,00,X134ED,51,Do not honor,Y,M,IDBI0001,453224,453223,V177882470,,,R000000009798,009798,5408,09/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:58.070377
IDBI0000008840,A00008840,453221******5664,453221,5664,0928,VISA,DEBIT,22/12/2025,23:10:57,,707.33,INR,,,01,000000,M108333,Lad LLC,5411,Delhi,,IN,749450,T35897,05,00,O342HB,51,Insufficient funds,N,M,IDBI0001,453223,453221,V740149400,39.32,,R000000008840,008840,6290,23/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.983834
IDBI0000008647,A00008647,453221******4119,453221,4119,0127,VISA,DEBIT,20/12/2025,23:10:57,,5634.18,INR,,,00,000000,M475552,Anand-Chopra,5814,Hyderabad,,IN,326912,T55088,02,00,J176FV,00,Insufficient funds,U,U,IDBI0001,453222,453221,V692221111,43.99,6.13,R000000008647,008647,8800,21/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.969520
IDBI0000008491,A00008491,453221******5088,453221,5088,0430,VISA,DEBIT,10/01/2026,23:10:57,,3863.84,INR,,,20,000000,M932871,Mammen PLC,5541,Lucknow,,IN,729077,T73628,81,00,I742FR,05,Insufficient funds,,U,IDBI0001,453222,453221,V580020206,29.94,,R000000008491,008491,7600,21/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.957594
IDBI0000008672,A00008672,453223******0171,453223,0171,0428,VISA,DEBIT,2026-01-03,23:10:57,,6989.03,INR,,,20,000000,M947442,Rastogi-Kant,,Hyderabad,,IN,703717,T18439,02,00,,05,Approved,,,IDBI0001,453222,453223,V754922335,63.78,5.45,R000000008672,008672,3809,04/01/2026,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.971226
IDBI0000008596,A00008596,453224******8004,453224,8004,0828,VISA,DEBIT,29/12/2025,23:10:57,,2999.57,INR,,,20,000000,M195347,,,Mumbai,,IN,675924,T55731,02,00,Z117DF,05,Do not honor,U,N,IDBI0001,453221,453224,V351395286,,15.51,R000000008596,008596,8445,30/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.965374
IDBI0000009679,A00009679,453222******4271,453222,4271,1026,VISA,CREDIT,21/12/2025,23:10:58,,2399.53,INR,,,20,000000,M322992,Agarwal PLC,5311,Chennai,,IN,,T28360,81,00,F954OX,14,Do not honor,Y,U,IDBI0001,453224,453222,V274792347,,11.85,R000000009679,009679,2214,22/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:58.060589
IDBI0000009866,A00009866,453223******4162,453223,4162,0528,VISA,CREDIT,2025-12-07,23:10:58,,1209.05,INR,,,20,000000,M800355,"Nayak, Dhar and Bhatia",,Pune,,IN,649527,T48172,02,00,C605MM,51,Approved,N,M,IDBI0001,453224,453223,V352884282,54.07,10.07,R000000009866,009866,5672,08/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:58.077137
IDBI0000008718,A00008718,453222******4873,453222,4873,1028,VISA,CREDIT,2025-12-05,23:10:57,,102.91,INR,,,01,000000,M691320,Patla Group,7011,Hyderabad,,IN,899738,T21632,02,00,E379OV,00,Approved,N,,IDBI0001,453223,453222,V867746237,,2.95,R000000008718,008718,8174,06/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.974731
IDBI0000008622,A00008622,453223******9605,453223,9605,0529,VISA,DEBIT,31/12/2025,23:10:57,,7301.23,INR,,,00,000000,M254576,"Pai, Pall and Contractor",,Ahmedabad,,IN,718612,T41669,05,00,Z354TZ,91,Do not honor,Y,U,IDBI0001,453222,453223,V785519148,43.39,18.96,R000000008622,008622,9697,01/01/2026,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.968003
IDBI0000009016,A00009016,453221******5136,453221,5136,1027,VISA,DEBIT,27/12/2025,23:10:57,,8888.52,INR,,,20,000000,M394166,"Talwar, Nagar and Joshi",,Bangalore,,IN,469317,T41182,05,00,Y596JM,91,Insufficient funds,Y,,IDBI0001,453221,453221,V386226788,,18.26,R000000009016,009016,8950,28/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.999240
IDBI0000008790,A00008790,453221******4250,453221,4250,0230,VISA,CREDIT,08/12/2025,23:10:57,,598.98,INR,,,00,000000,M705183,Ray Ltd,5999,Ahmedabad,,IN,377651,T92560,81,00,M591SA,05,Insufficient funds,Y,U,IDBI0001,453223,453221,V491488854,80.05,,R000000008790,008790,6361,09/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.980239
IDBI0000008900,A00008900,453222******1033,453222,1033,0126,VISA,CREDIT,14/12/2025,23:10:57,,6892.68,INR,,,01,000000,M769116,Ahuja-Badami,5812,Chennai,,IN,,T25042,05,00,B128BJ,14,Approved,,U,IDBI0001,453224,453222,V994014216,,,R000000008900,008900,8296,15/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.989959
IDBI0000008361,A00008361,453222******2855,453222,2855,0227,VISA,CREDIT,31/12/2025,23:10:57,,2796.18,INR,,,20,000000,M206261,"Tank, Goda and Sant",5999,Kolkata,,IN,,T60498,02,00,U856XV,51,Approved,Y,,IDBI0001,453224,453222,V587931761,98.68,,R000000008361,008361,6362,01/01/2026,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.941135
IDBI0000009097,A00009097,453221******1739,453221,1739,0230,VISA,CREDIT,26/12/2025,23:10:58,,7356.1,INR,,,20,000000,M897396,Chacko Group,7011,Bangalore,,IN,343947,T52275,02,00,C707IY,14,Do not honor,U,,IDBI0001,453224,453221,V639025113,,,R000000009097,009097,8456,27/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:58.004488
IDBI0000008308,A00008308,453223******9341,453223,9341,1026,VISA,CREDIT,2025-12-15,23:10:57,,1433.59,INR,,,20,000000,M303284,Parsa-Ahluwalia,4121,Ahmedabad,,IN,,T23764,05,00,U469EV,00,Approved,N,,IDBI0001,453224,453223,V869445587,,8.09,R000000008308,008308,2091,16/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.941135
IDBI0000009126,A00009126,453224******5223,453224,5223,1028,VISA,DEBIT,15/01/2026,23:10:58,,5718.1,INR,,,01,000000,M832599,De Ltd,5814,Kolkata,,IN,710676,T31382,81,00,N140LG,14,Approved,Y,M,IDBI0001,453222,453224,V236629650,98.28,5.91,R000000009126,009126,5758,04/01/2026,,,IDBI,IDBI_BANK,2026-01-04T23:10:58.007502
IDBI0000009454,A00009454,453223******0188,453223,0188,0328,VISA,CREDIT,25/12/2025,23:10:58,,5023.15,INR,,,01,000000,M870204,"Rege, Pau and Barman",5942,Bangalore,,IN,450331,T60045,81,00,B213DG,00,Insufficient funds,,U,IDBI0001,453224,453223,V131450920,,,R000000009454,009454,8057,26/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:58.036737
IDBI0000007726,A00007726,827163******8926,827163,8926,0129,VISA,DEBIT,28/12/2025,23:10:57,,6688.61,INR,,,01,000000,M409810,Mane-Kurian,,,,IN,,T63148,05,00,M774KQ,51,Do not honor,,U,IDBI0001,453222,827163,V926951661,23.35,15.34,R000000007726,007726,7650,29/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.888246
IDBI0000007679,A00007679,453224******2924,453224,2924,1127,VISA,DEBIT,19/12/2025,23:10:57,,2139.37,INR,,,20,000000,M357117,"Vasa, Shankar and Kumar",4121,Pune,,IN,,T78590,02,00,P668UG,51,Approved,Y,N,IDBI0001,453223,453224,V505484712,,,R000000007679,007679,4536,20/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.884084
IDBI0000007632,A00007632,453222******4601,453222,4601,0430,VISA,DEBIT,18/12/2025,23:10:57,,-7992.02,INR,,,20,000000,M991215,Nagi-Ahluwalia,5999,Chennai,,IN,318208,T41347,81,00,E990CG,51,Approved,,,IDBI0001,453221,453222,V164570577,,,R000000007632,007632,9479,19/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.880115
IDBI0000008456,A00008456,453221******8443,453221,8443,0927,VISA,DEBIT,2025-12-05,23:10:57,,5860.57,INR,,,00,000000,M813533,Kala Group,7011,,,IN,139902,T35289,05,00,C883HQ,51,Do not honor,U,,IDBI0001,453222,453221,V611651099,,,R000000008456,008456,6818,06/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.953679
IDBI0000008958,A00008958,453221******1201,453221,1201,0630,VISA,DEBIT,14/12/2025,23:10:57,,2635.51,INR,,,00,000000,M240202,"Dayal, Vyas and Shroff",5651,Ahmedabad,,IN,417918,T55520,02,00,T569NN,14,Approved,N,M,IDBI0001,453224,453221,V271608059,98.45,,R000000008958,008958,9305,15/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.991258
IDBI0000008753,A00008753,453221******1269,453221,1269,0927,VISA,CREDIT,26/12/2025,23:10:57,,7680.38,INR,,,20,000000,M316514,Sane and Sons,5999,,,IN,,T43166,02,00,U784JO,51,Approved,N,N,IDBI0001,453222,453221,V491041367,,,R000000008753,008753,4405,27/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.977735
IDBI0000008781,A00008781,453224******2779,453224,2779,0130,VISA,CREDIT,03/01/2026,23:10:57,,4746.86,INR,,,01,000000,M784737,Chana-Pau,5732,Delhi,,IN,120702,T25135,81,00,Y277WU,51,Insufficient funds,N,,IDBI0001,453221,453224,V114803756,11.62,6.54,R000000008781,008781,7928,04/01/2026,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.978735
IDBI0000009826,A00009826,453223******0174,453223,0174,0129,VISA,CREDIT,2025-12-14,23:10:58,,8939.4,INR,,,00,000000,M425515,Memon Ltd,5921,Lucknow,,IN,913031,T50531,05,00,T369YS,51,Approved,U,U,IDBI0001,453221,453223,V520971273,42.49,14.11,R000000009826,009826,8232,15/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:58.073887
IDBI0000009323,A00009323,453224******0479,453224,0479,0626,VISA,DEBIT,29/12/2025,23:10:58,,6889.67,INR,,,20,000000,M304327,Desai and Sons,5661,,,IN,312618,T31803,02,00,G603BX,14,Do not honor,,N,IDBI0001,453223,453224,V860791116,,,R000000009323,009323,5871,30/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:58.024303
IDBI0000008458,A00008458,453221******6386,453221,6386,1030,VISA,DEBIT,09/01/2026,23:10:57,,233.12,INR,,,01,000000,M415157,"Bumb, Koshy and Oza",5942,Lucknow,,IN,856391,T26937,05,00,Z763EH,05,Approved,N,U,IDBI0001,453223,453221,V518594956,84.76,18.27,R000000008458,008458,8372,25/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.953679
IDBI0000007937,A00007937,453221******0705,453221,0705,1129,VISA,CREDIT,17/01/2026,23:10:57,,3133.97,INR,,,20,000000,M897657,Kumer-Pandit,,Ahmedabad,,IN,111631,T29764,05,00,Q222OV,91,Do not honor,Y,N,IDBI0001,453223,453221,V129010720,,6.2,R000000007937,007937,1248,09/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.907792
IDBI0000008165,A00008165,453222******1255,453222,1255,0226,VISA,CREDIT,05/12/2025,23:10:57,,9954.26,INR,,,20,000000,M162871,"Kalla, Tiwari and Reddy",5732,Mumbai,,IN,534662,T44279,05,00,,05,Approved,Y,,IDBI0001,453221,453222,V691844840,26.4,,R000000008165,008165,7647,06/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.928456
IDBI0000009933,A00009933,453223******7267,453223,7267,0430,VISA,CREDIT,16/12/2025,23:10:58,,6209.33,INR,,,01,000000,M601915,Dey-Mohan,5691,Mumbai,,IN,884675,T95620,05,00,D958BM,91,Approved,N,U,IDBI0001,453223,453223,V685733662,16.73,11.14,R000000009933,009933,3706,17/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:58.083647
IDBI0000008377,A00008377,453222******0308,453222,0308,1028,VISA,CREDIT,21/12/2025,23:10:57,,4991.33,INR,,,20,000000,M323860,Mukherjee and Sons,5814,Hyderabad,,IN,,T93060,02,00,L596XO,00,Insufficient funds,N,U,IDBI0001,453224,453222,V607906441,,14.4,R000000008377,008377,3492,22/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.941135
IDBI0000008681,A00008681,453223******5379,453223,5379,0128,VISA,DEBIT,2025-12-09,23:10:57,,2957.86,INR,,,20,000000,M207517,,,,,IN,576768,T70837,05,00,X123PR,51,Do not honor,Y,U,IDBI0001,453224,453223,V621652931,,,R000000008681,008681,6321,10/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.972227
IDBI0000008739,A00008739,381800******8407,381800,8407,0629,VISA,DEBIT,15/12/2025,23:10:57,,4607.12,INR,,,01,000000,M434781,"Bal, Dara and Sridhar",,Kolkata,,IN,,T33885,05,00,K056VS,00,Do not honor,U,,IDBI0001,453223,381800,V889928737,,4.57,R000000008739,008739,4260,16/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.976735
IDBI0000008735,A00008735,453223******1871,453223,1871,0926,VISA,DEBIT,08/12/2025,23:10:57,,8605.24,INR,,,20,000000,M469285,Ravi Inc,5812,Pune,,IN,959552,T78781,05,00,V030HV,00,Insufficient funds,,N,IDBI0001,453221,453223,V718763109,,,R000000008735,008735,4472,09/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.975735
IDBI0000009738,A00009738,453222******2320,453222,2320,0329,VISA,DEBIT,01/01/2026,23:10:58,,4156.89,INR,,,01,000000,M778863,Anne-Krishnan,5942,,,IN,203135,T51624,02,00,M715IK,14,Do not honor,Y,U,IDBI0001,453222,453222,V228093181,62.9,,R000000009738,009738,3645,02/01/2026,,N,IDBI,IDBI_BANK,2026-01-04T23:10:58.067809
IDBI0000009247,A00009247,453221******3392,453221,3392,0329,VISA,CREDIT,07/12/2025,23:10:58,,-4989.16,INR,,,20,000000,M230691,Shah-Gala,5541,Lucknow,,IN,,T78052,05,00,,05,Do not honor,N,U,IDBI0001,453223,453221,V559403480,,,R000000009247,009247,4421,08/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:58.017037
IDBI0000008854,A00008854,453223******0495,453223,0495,0727,VISA,DEBIT,2025-12-30,23:10:57,,3841.02,INR,,,00,000000,M645602,Anand-Rama,5691,Kolkata,,IN,467879,T91455,02,00,M473UU,00,Insufficient funds,N,N,IDBI0001,453224,453223,V435068576,,9.48,R000000008854,008854,6859,31/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.985339
IDBI0000009591,A00009591,453224******0060,453224,0060,1226,VISA,DEBIT,2025-12-20,23:10:58,,815.24,INR,,,01,000000,M261325,Deshmukh Inc,5311,Pune,,IN,635283,T97735,02,00,,91,Approved,N,,IDBI0001,453223,453224,V703058032,,7.49,R000000009591,009591,8402,21/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:58.049750
IDBI0000007698,A00007698,453223******0385,453223,0385,0829,VISA,CREDIT,23/12/2025,23:10:57,,4984.01,INR,,,01,000000,M924251,Hora-Dutta,5691,Lucknow,,IN,110992,T45900,81,00,R307GD,05,Insufficient funds,Y,N,IDBI0001,453222,453223,V370037312,,5.26,R000000007698,007698,8879,24/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.886198
IDBI0000007990,A00007990,453223******8659,453223,8659,0827,VISA,DEBIT,16/12/2025,23:10:57,,-5046.39,INR,,,00,000000,M315813,Thakkar and Sons,,Lucknow,,IN,810924,T74976,02,00,P153GM,51,Approved,,,IDBI0001,453224,453223,V713083996,15.56,,R000000007990,007990,9075,17/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.914299
IDBI0000009060,A00009060,453224******4604,453224,4604,0426,VISA,CREDIT,06/12/2025,23:10:58,,3538.06,INR,,,00,000000,M681183,Maharaj Group,5912,Hyderabad,,IN,539535,T34151,05,00,D258SH,91,Do not honor,U,M,IDBI0001,453223,453224,V229601965,86.15,,R000000009060,009060,7274,07/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:58.003254
IDBI0000009847,A00009847,453222******2669,453222,2669,0130,VISA,DEBIT,05/12/2025,23:10:58,,3499.31,INR,,,20,000000,M736330,Golla and Sons,5661,,,IN,302115,T93545,02,00,I943KS,91,Do not honor,N,,IDBI0001,453224,453222,V300151805,44.75,12.31,R000000009847,009847,9057,06/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:58.073887
IDBI0000007780,A00007780,453224******6928,453224,6928,0929,VISA,CREDIT,18/12/2025,23:10:57,,8265.99,INR,,,20,000000,M228694,,5912,Pune,,IN,975856,T78805,81,00,F883OC,14,Insufficient funds,,N,IDBI0001,453222,453224,V761419730,89.43,,R000000007780,007780,1133,19/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.892713
IDBI0000009245,A00009245,453222******8173,453222,8173,0526,VISA,DEBIT,07/12/2025,23:10:58,,9411.38,INR,,,20,000000,M931426,"Dara, Sharma and Gill",5812,Bangalore,,IN,869207,T15851,05,00,E673QJ,05,Insufficient funds,Y,M,IDBI0001,453222,453222,V267631629,,,R000000009245,009245,4833,08/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:58.017037
IDBI0000008345,A00008345,453221******4392,453221,4392,0628,VISA,CREDIT,2025-12-20,23:10:57,,-977.88,INR,,,20,000000,M774197,Mukherjee-Narula,5411,Bangalore,,IN,344132,T32537,81,00,R406SN,14,Approved,N,,IDBI0001,453223,453221,V240738199,,,R000000008345,008345,2996,21/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.941135
IDBI0000008665,A00008665,453223******3283,453223,3283,0928,VISA,DEBIT,19/01/2026,23:10:57,,8214.03,INR,,,01,000000,M237451,,5812,Mumbai,,IN,939205,T21714,02,00,A505PT,14,Approved,,N,IDBI0001,453222,453223,V504510287,,,R000000008665,008665,7878,18/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.970222
IDBI0000009035,A00009035,963535******6734,963535,6734,0928,VISA,DEBIT,03/01/2026,23:10:58,,9535.12,INR,,,20,000000,M727173,Deol PLC,,Pune,,IN,565995,T84212,81,00,,05,Insufficient funds,,U,IDBI0001,453223,963535,V658786219,,,R000000009035,009035,6552,04/01/2026,,N,IDBI,IDBI_BANK,2026-01-04T23:10:58.001087
IDBI0000008815,A00008815,453224******0408,453224,0408,0327,VISA,CREDIT,17/12/2025,23:10:57,,5193.87,INR,,,01,000000,M830505,"Bir, Patla and Kurian",5541,Jaipur,,IN,207930,T53410,02,00,,14,Approved,U,N,IDBI0001,453223,453224,V472119863,61.61,,R000000008815,008815,7947,18/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.982243
IDBI0000009492,A00009492,453224******6836,453224,6836,1226,VISA,CREDIT,2025-12-12,23:10:58,,9416.99,INR,,,20,000000,M490666,"Sharma, Chahal and Bhatt",5814,Pune,,IN,265126,T70572,81,00,L356YR,00,Approved,Y,N,IDBI0001,453221,453224,V874087832,86.99,11.75,R000000009492,009492,8062,13/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:58.041192
IDBI0000007913,A00007913,453222******0922,453222,0922,0928,VISA,CREDIT,16/12/2025,23:10:57,,7911.23,INR,,,20,000000,M654251,"Lad, Mammen and Sidhu",5732,,,IN,685704,T47939,02,00,P107MT,14,Do not honor,N,N,IDBI0001,453223,453222,V122987388,29.37,3.12,R000000007913,007913,4432,17/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.906335
IDBI0000008611,A00008611,453224******5739,453224,5739,0328,VISA,CREDIT,06/12/2025,23:10:57,,8739.94,INR,,,20,000000,M820781,"Ganguly, Bhakta and Sharaf",5942,Chennai,,IN,596583,T14443,02,00,F705EU,05,Insufficient funds,Y,,IDBI0001,453221,453224,V500583768,,15.91,R000000008611,008611,2436,07/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.966391
IDBI0000009045,A00009045,453222******0025,453222,0025,0329,VISA,CREDIT,30/12/2025,23:10:58,,-6721.43,INR,,,01,000000,M555335,"Mohanty, Srinivasan and Kunda",4121,Lucknow,,IN,622152,T86541,02,00,D018EA,14,Insufficient funds,,M,IDBI0001,453221,453222,V308750657,19.18,,R000000009045,009045,3766,31/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:58.001087
IDBI0000008521,A00008521,453222******0566,453222,0566,0426,VISA,DEBIT,04/01/2026,23:10:57,,9057.46,INR,,,01,000000,M186956,"Nagi, Sarkar and Varty",5732,,,IN,380283,T29712,02,00,P514IN,51,Do not honor,,N,IDBI0001,453221,453222,V214805051,,15.82,R000000008521,008521,3147,05/01/2026,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.960367
IDBI0000008123,A00008123,453221******2342,453221,2342,0330,VISA,DEBIT,17/12/2025,23:10:57,,1770.86,INR,,,20,000000,M212624,Brahmbhatt-Sankar,5661,,,IN,108026,T73329,05,00,,00,Do not honor,,M,IDBI0001,453221,453221,V360590082,71.74,,R000000008123,008123,7124,18/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.925350
IDBI0000008382,A00008382,453224******5597,453224,5597,0629,VISA,CREDIT,25/12/2025,23:10:57,,9212.6,INR,,,00,000000,M127617,Dayal-Kibe,5812,Pune,,IN,861978,T61950,81,00,O899PR,00,Do not honor,N,N,IDBI0001,453221,453224,V946044779,49.54,3.39,R000000008382,008382,1873,26/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.941135
IDBI0000007628,A00007628,453224******9245,453224,9245,0430,VISA,DEBIT,16/01/2026,23:10:57,,4640.69,INR,,,20,000000,M773463,,5732,Delhi,,IN,464027,T84147,81,00,M121QO,00,Approved,U,M,IDBI0001,453224,453224,V133393423,,,R000000007628,007628,9293,16/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.880115
IDBI0000008385,A00008385,453224******9931,453224,9931,0526,VISA,DEBIT,23/12/2025,23:10:57,,5354.41,INR,,,01,000000,M940197,"Bail, Dhaliwal and Gala",5921,Hyderabad,,IN,120589,T58060,02,00,X751JN,51,Do not honor,Y,M,IDBI0001,453223,453224,V503260976,,,R000000008385,008385,6681,24/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.941135
IDBI0000007851,A00007851,453223******5205,453223,5205,0330,VISA,DEBIT,29/12/2025,23:10:57,,5371.74,INR,,,20,000000,M345753,Srivastava-Chadha,5814,,,IN,,T83375,05,00,Z794MJ,14,Approved,,U,IDBI0001,453221,453223,V333702298,93.07,14.36,R000000007851,007851,5456,30/12/2025,,N,IDBI,IDBI_BANK,2026-01-04T23:10:57.897765
IDBI0000008565,A00008565,453224******4597,453224,4597,0630,VISA,DEBIT,20/12/2025,23:10:57,,1431.2,INR,,,00,000000,M425749,"Peri, Sha and Devi",4121,Bangalore,,IN,517470,T66074,05,00,Y281CV,51,Do not honor,,N,IDBI0001,453223,453224,V633371088,24.9,11.13,R000000008565,008565,3459,21/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.960367
IDBI0000007574,A00007574,453221******9149,453221,9149,1129,VISA,DEBIT,2025-12-22,23:10:57,,2155.78,INR,,,00,000000,M584466,Chaudhari-Sanghvi,5912,,,IN,706612,T94400,81,00,V971XC,05,Approved,U,,IDBI0001,453221,453221,V771279893,16.27,,R000000007574,007574,5002,23/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.873843
IDBI0000008213,A00008213,453221******7619,453221,7619,0427,VISA,DEBIT,17/12/2025,23:10:57,,9592.79,INR,,,20,000000,M394826,"Warrior, Vaidya and Natarajan",5732,Jaipur,,IN,,T48795,81,00,T377CT,91,Approved,N,,IDBI0001,453222,453221,V533496123,,6.32,R000000008213,008213,3166,18/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.933171
IDBI0000009498,A00009498,453221******7443,453221,7443,1228,VISA,CREDIT,28/12/2025,23:10:58,,5158.16,INR,,,20,000000,M658234,Thakur PLC,5814,Lucknow,,IN,159337,T37646,81,00,D583YW,00,Do not honor,N,N,IDBI0001,453222,453221,V128992523,82.44,,R000000009498,009498,8023,29/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:58.041192
IDBI0000008897,A00008897,608869******5223,608869,5223,1130,VISA,CREDIT,05/12/2025,23:10:57,,3104.44,INR,,,20,000000,M974106,Ranganathan-Bali,5814,Lucknow,,IN,812968,T47571,05,00,O463BS,05,Insufficient funds,U,U,IDBI0001,453221,608869,V331241174,87.54,12.98,R000000008897,008897,5851,06/12/2025,,Y,IDBI,IDBI_BANK,2026-01-04T23:10:57.989959
IDBI0000009020,A00009020,453223******8358,453223,8358,0126,VISA,CREDIT,14/12/2025,23:10:57,,6439.57,INR,,,01,000000,M480990,Prakash LLC,,Chennai,,IN,965016,T77500,81,00,B298CI,05,Approved,,U,IDBI0001,453222,453223,V350146360,,19.53,R000000009020,009020,9922,15/12/2025,,,IDBI,IDBI_BANK,2026-01-04T23:10:57.999240
