txn_reference_number,authorization_id,card_number,card_bin,card_last_digits,card_expiry_mmyy,card_type,card_scheme,transaction_date,transaction_time,transaction_timestamp,transaction_amount,transaction_currency,billing_amount,billing_currency,transaction_type_code,transaction_type_desc,processing_code,merchant_id,merchant_name,merchant_category_code,merchant_category_desc,merchant_city,merchant_state,merchant_country,merchant_postal_code,merchant_address,terminal_id,pos_entry_mode,pos_condition_code,card_present_flag,auth_code,response_code,response_message,auth_date,avs_result,cvv_result,cvv_provided,acquirer_id,acquirer_bin,issuer_bin,network_reference,interchange_fee,service_tax,network_fee,retrieval_reference_number,trace_number,batch_number,settlement_date,fraud_score,risk_category,3ds_authenticated,3ds_version,bank_name,data_source,record_created_at
CITI0000002492,AUTH00002492,453245******7168,453245,7168,04/31,MASTERCARD,DEBIT,2026-10-13,00:00:00,2026-10-13T04:30:30.084101,12684.12,INR,3990.05,,0.0,VOID,10000.0,CITI206078,Mander-Deshmukh,7523.0,,Kochi,,ARE,597556.0,"36/038
Nagarajan Ganj",TRM64759,7.0,6.0,Y,,0,,2026-10-13,E,X,,CITI0001,453241.0,453245,VISA299650425,,43.22,12.33,REF000000002492,2492.0,B6840,2026-10-15,,LOW,A,2.1,CITI,CITI_BANK,2026-01-05T04:30:30.084101
CITI0000002493,AUTH00002493,453246******2628,453246,2628,01/20,DISCOVER,CREDIT,2026-06-03,04:30:30,2026-06-03T04:30:30.084101,281.66,INR,,,0.0,VOID,0.0,CITI353178,,4900.0,,Indore,,IND,,,TRM10890,90.0,6.0,N,A400XJ,0,,2026-06-03,,U,N,CITI0001,453245.0,453246,VISA615702118,,18.11,,REF000000002493,2493.0,B9650,2026-06-05,7.0,,U,1.0,CITI,CITI_BANK,2026-01-05T04:30:30.084101
CITI0000002494,AUTH00002494,453245******2186,453245,2186,01/27,MASTERCARD,CREDIT,2025-11-30,04:30:30,2025-11-30T04:30:30.084101,10097.15,INR,,EUR,20.0,PREAUTH,0.0,CITI529675,,,,Kochi,Goa,USA,505125.0,"26/800
Bava Zila",TRM88558,10.0,1.0,Y,A747DS,51,,2025-11-30,,U,Y,CITI0001,453242.0,453245,VISA427639481,,17.48,4.92,REF000000002494,2494.0,B4151,2025-12-01,,LOW,U,,CITI,CITI_BANK,2026-01-05T04:30:30.084101
CITI0000002495,AUTH00002495,453246******5539,453246,5539,05/26,MASTERCARD,PREPAID,2025-11-30,04:30:30,2025-11-30T04:30:30.084101,7685.05,INR,4661.76,,0.0,PREAUTH,0.0,CITI459986,"Golla, Lad and Johal",5942.0,,,Punjab,GBR,841558.0,,TRM68002,90.0,2.0,N,A546PO,59,,2025-11-30,P,P,,CITI0001,453241.0,453246,VISA267948608,,21.92,6.73,REF000000002495,2495.0,B3363,2025-12-02,,,Y,,CITI,CITI_BANK,2026-01-05T04:30:30.089448
CITI0000002496CITI0000002496,AUTH00002496,453242******2162,453242,2162,09/30,VISA,PREPAID,2022-07-27,04:30:30,,16987.55,INR,,,0.0,,90000.0,CITI850801,Johal-Panchal,5411.0,,Chandigarh,Himachal Pradesh,USA,123.0,,TRM14466,90.0,2.0,N,A318UK,0,,2022-07-27,R,N,N,CITI0001,453245.0,453242,VISA811139992,33.48,27.64,14.76,REF000000002496,2496.0,B2595,2022-07-29,3.0,LOW,,,CITI,CITI_BANK,2026-01-05T04:30:30.089448
CITI0000002497,AUTH00002497,453241******7178,453241,7178,05/32,AMEX,CREDIT,2026-06-19,04:30:30,2026-06-19T04:30:30.089448,18940.0,INR,,,21.0,CASH_WITHDRAWAL,10000.0,CITI938033,"Grover, Hans and Nagarajan",5661.0,,Indore,Telangana,ARE,649980.0,"81/037, Bava Path",TRM62055,5.0,2.0,N,A705JZ,0,,2026-06-19,,N,Y,CITI0001,453245.0,453241,VISA224874265,108.56,2.68,25.87,REF000000002497,2497.0,B8182,2026-06-22,89.0,,Y,,CITI,CITI_BANK,2026-01-05T04:30:30.089448
CITI0000002498,AUTH00002498,453244******0926,453244,926,12/26,VISA,PREPAID,2026-02-26,04:30:30,2026-02-26T04:30:30.089448,3469.3,INR,10279.13,EUR,9.0,PURCHASE,10000.0,CITI203010,,5411.0,,Delhi,,ARE,,"56/99
Chacko Nagar",TRM20396,5.0,0.0,Y,,0,,2026-02-26,,P,N,CITI0001,453246.0,453244,VISA217809814,,15.92,27.73,REF000000002498,2498.0,B8008,2026-02-28,,HIGH,,2.2,CITI,CITI_BANK,2026-01-05T04:30:30.089448
CITI0000002499,AUTH00002499,453242******3145,453242,3145,10/26,MASTERCARD,CREDIT,2025-11-17,04:30:30,2025-11-17T04:30:30.089448,4915.94,INR,,INR,0.0,,20000.0,CITI301368,,,,Indore,Mizoram,USA,,"421
Natt Nagar",TRM22514,81.0,1.0,Y,A431NH,0,,2025-11-17,R,S,Y,CITI0001,453244.0,453242,VISA432430814,,26.47,,REF000000002499,2499.0,B5611,2025-11-19,,,A,,CITI,CITI_BANK,2026-01-05T04:30:30.090752
CITI0000002500,AUTH00002500,453245******7950,453245,7950,07/32,DISCOVER,PREPAID,2025-11-16,04:30:30,2025-11-16T04:30:30.090752,6048.49,INR,,EUR,20.0,REFUND,20000.0,CITI127022,,,,Nagpur,,SGP,385696.0,,TRM61046,7.0,0.0,N,A949NL,91,,2025-11-16,,N,N,CITI0001,453246.0,453245,VISA766660739,,7.62,,REF000000002500,2500.0,B6219,2025-11-18,,,,2.0,CITI,CITI_BANK,2026-01-05T04:30:30.090752
2501,AUTH00002501,9723875,972387,3875,,VISA,CREDIT,2022-06-19,04:30:30,2022-06-19T04:30:30.090752,11209.75,GBP,13519.88,,99.0,PREAUTH,20000.0,M67,,,,Nagpur,,IND,919503.0,,TRM45398,90.0,8.0,N,A081QY,76,,2022-06-19,Y,,N,CITI0001,453244.0,972387,VISA814616557,139.11,40.98,,REF000000002501,2501.0,,0000-00-00,86.0,,,,CITI,CITI_BANK,2026-01-05T04:30:30.090752
CITI0000002502,AUTH00002502,453242******8409,453242,8409,06/32,MASTERCARD,CREDIT,2025-12-20,04:30:30,2025-12-20T04:30:30.090752,11303.16,INR,,,20.0,VOID,20000.0,CITI921638,Bakshi Inc,5311.0,,Bangalore,,ARE,,,TRM53058,10.0,6.0,N,A590MP,54,,2025-12-20,R,S,N,CITI0001,453244.0,453242,VISA436315543,114.04,,20.81,REF000000002502,2502.0,B3225,2025-12-22,,LOW,Y,,CITI,CITI_BANK,2026-01-05T04:30:30.090752
CITI0000002503,AUTH00002503,453242******2542,453242,2542,08/29,MASTERCARD,CREDIT,2025-11-19,04:30:30,2025-11-19T04:30:30.090752,15046.62,GBP,,USD,21.0,CASH_WITHDRAWAL,20000.0,CITI263315,Gour-Chander,5732.0,,Hyderabad,,GBR,,"H.No. 662, Vohra Road",TRM31811,5.0,2.0,N,A674QM,0,,2025-11-19,E,,Y,CITI0001,453245.0,453242,VISA430706321,184.02,,6.77,REF000000002503,2503.0,,2025-11-22,31.0,MEDIUM,N,2.1,CITI,CITI_BANK,2026-01-05T04:30:30.090752
CITI0000002504CITI0000002504,AUTH00002504,791904******5381,791904,5381,05/29,AMEX,DEBIT,2025-12-19,04:30:30,2025-12-19T04:30:30.090752,4595.37,INR,493.63,USD,9.0,PURCHASE,90000.0,,,5812.0,,Pune,,IND,788760.0,,,81.0,2.0,Y,A455MR,82,,2025-12-19,,M,Y,CITI0001,453243.0,791904,VISA262991857,111.73,28.52,6.95,REF000000002504,2504.0,B6536,2025-12-21,86.0,,,2.2,CITI,CITI_BANK,2026-01-05T04:30:30.090752
CITI0000002505CITI0000002505,AUTH00002505,453242******1004,453242,1004,04/26,DISCOVER,PREPAID,2025-11-10,04:30:30,2025-11-10T04:30:30.090752,8050.63,INR,7667.55,INR,9.0,PREAUTH,20000.0,CITI728013,Krish-Nayar,7523.0,,Chennai,,ARE,133890.0,,TRM18938,81.0,1.0,Y,A573RI,92,,2025-11-10,E,U,,CITI0001,453243.0,453242,VISA653648836,94.02,,22.24,REF000000002505,2505.0,B4862,2025-11-13,,LOW,,2.2,CITI,CITI_BANK,2026-01-05T04:30:30.090752
CITI0000002506,AUTH00002506,453246******8994,453246,8994,11/31,MASTERCARD,CREDIT,2025-12-07,04:30:30,2025-12-07T04:30:30.090752,11688.18,INR,,,20.0,REFUND,0.0,CITI271527,"Kulkarni, Koshy and Patla",5813.0,,Bangalore,,ARE,642957.0,"H.No. 19
Singh",TRM50551,10.0,6.0,N,A630NV,0,,2025-12-07,Y,S,Y,CITI0001,453241.0,453246,VISA324299349,,,18.21,REF000000002506,2506.0,B9490,2025-12-08,72.0,MEDIUM,,1.0,CITI,CITI_BANK,2026-01-05T04:30:30.090752
CITI0000002507,AUTH00002507,453244******3504,453244,3504,04/26,DISCOVER,PREPAID,2026-01-04,04:30:30,2026-01-04T04:30:30.090752,4266.46,INR,,USD,1.0,PURCHASE,10000.0,CITI679639,Biswas-Parmar,5814.0,,,Himachal Pradesh,GBR,834056.0,,TRM72841,2.0,0.0,Y,,0,,2026-01-04,A,P,,CITI0001,453245.0,453244,VISA972172381,111.23,34.28,,REF000000002507,2507.0,,2026-01-07,70.0,HIGH,U,,CITI,CITI_BANK,2026-01-05T04:30:30.090752
,AUTH00002508,862089******5948,862089,5948,09/28,UNKNOWN,PREPAID,2025-12-25,04:30:30,2025-12-25T04:30:30.090752,-0.01,INR,,,0.0,,90000.0,,"Suri, Kurian and Memon",,,Chennai,Rajasthan,INDIA,458312.0,,TRM20449,2.0,0.0,N,A538YQ,0,,2025-12-25,,N,,CITI0001,453242.0,862089,VISA297891397,,,,REF000000002508,2508.0,B4842,2025-12-28,,HIGH,N,2.2,CITI,CITI_BANK,2026-01-05T04:30:30.093695
CITI0000002509,AUTH00002509,570974******6067,570974,6067,04/31,MASTERCARD,CREDIT,2025-11-20,04:30:30,2025-11-20T04:30:30.093695,15881.32,INR,,,0.0,PURCHASE,10000.0,CITI784805,,4121.0,,Bhopal,,ARE,568309.0,"48, Wagle Path",TRM68493,81.0,0.0,Y,,0,,2025-11-20,R,,N,CITI0001,453244.0,570974,VISA256604165,,26.14,22.06,REF000000002509,2509.0,,2025-11-21,,,,,CITI,CITI_BANK,2026-01-05T04:30:30.093695
CITI0000002510,AUTH00002510,453244******2726,453244,2726,08/22,DISCOVER,CREDIT,2025-12-18,04:30:30,2025-12-18T04:30:30.093695,2481.75,USD,,,20.0,CASH_WITHDRAWAL,10000.0,CITI423509,Karpe and Sons,5921.0,,Delhi,Tamil Nadu,ARE,,"194, Bail Street",TRM93985,7.0,2.0,N,A232QM,0,,2025-12-18,E,,,CITI0001,453245.0,453244,VISA323650089,91.93,17.24,11.53,REF000000002510,2510.0,B5761,2025-12-21,7.0,LOW,U,,CITI,CITI_BANK,2026-01-05T04:30:30.094231
CITI0000002511,AUTH00002511,453242******1366,453242,1366,01/22,DISCOVER,DEBIT,2025-11-07,04:30:30,2025-11-07T04:30:30.094231,3828.44,INR,,,1.0,REFUND,10000.0,CITI833419,,5661.0,,Indore,Kerala,SGP,147866.0,,TRM98519,10.0,1.0,Y,A809GH,59,,2025-11-07,Y,,N,CITI0001,453244.0,453242,VISA915849942,76.5,39.87,1.37,REF000000002511,2511.0,,2025-11-10,70.0,MEDIUM,Y,2.1,CITI,CITI_BANK,2026-01-05T04:30:30.094231
CITI0000002512,AUTH00002512,453246******1749,453246,1749,04/26,VISA,DEBIT,2025-12-10,04:30:30,2025-12-10T04:30:30.094231,16685.57,INR,1750.89,,9.0,CASH_WITHDRAWAL,0.0,CITI622797,,5942.0,,,Tamil Nadu,IND,598926.0,,TRM45185,2.0,0.0,N,A693RC,0,,2025-12-10,N,,N,CITI0001,453245.0,453246,VISA424333868,102.94,,,REF000000002512,2512.0,,2025-12-11,90.0,MEDIUM,Y,,CITI,CITI_BANK,2026-01-05T04:30:30.094231
CITI0000002513,AUTH00002513,453242******3391,453242,3391,11/30,MASTERCARD,CREDIT,2025-11-20,04:30:30,2025-11-20T04:30:30.094231,9441.02,INR,,,9.0,VOID,20000.0,CITI297928,,6011.0,,Pune,Karnataka,SGP,,"59/458
Chaudry Marg",TRM39003,5.0,1.0,N,A255YS,0,,2025-11-20,,U,,CITI0001,453244.0,453242,VISA178391817,,,26.24,REF000000002513,2513.0,B7891,2025-11-23,56.0,,,2.2,CITI,CITI_BANK,2026-01-05T04:30:30.094231
CITI0000004152,AUTH00002514,134047******5999,134047,5999,06/28,MASTERCARD,CREDIT,2025-12-18,04:30:30,2025-12-18T04:30:30.094231,19549.03,INR,,,0.0,,90000.0,CITI260039,Nadig-Kale,5942.0,,Mumbai,Andhra Pradesh,IND,,,TRM36211,5.0,2.0,N,,87,,2025-12-18,N,S,N,CITI0001,453241.0,134047,VISA215997129,44.53,38.27,18.43,REF000000002514,2514.0,B9676,0000-00-00,78.0,HIGH,,2.2,CITI,CITI_BANK,2026-01-05T04:30:30.095352
CITI0000002515,AUTH00002515,453245******0333,453245,333,02/27,AMEX,CREDIT,2025-11-21,04:30:30,2025-11-21T04:30:30.095352,7672.49,INR,8661.45,USD,20.0,VOID,0.0,CITI471987,Chowdhury-Krishnamurthy,,,Lucknow,Arunachal Pradesh,USA,179000.0,,TRM78443,5.0,6.0,Y,A997GI,96,,2025-11-21,E,P,N,CITI0001,453244.0,453245,VISA991891832,127.72,28.32,8.35,REF000000002515,2515.0,,2025-11-24,93.0,HIGH,,,CITI,CITI_BANK,2026-01-05T04:30:30.095352
CITI0000002516CITI0000002516,AUTH00002516,722686******1725,722686,1725,11/32,MASTERCARD,CREDIT,2025-11-26,04:30:30,,10902.67,INR,,,1.0,VOID,20000.0,,"Chander, Bandi and Saha",5651.0,,Jaipur,,GBR,897486.0,"49, Naidu Chowk",TRM98129,2.0,0.0,N,A068QJ,0,,2025-11-26,E,S,Y,CITI0001,453245.0,722686,VISA551079911,,8.94,19.45,REF000000002516,2516.0,B2375,2025-11-28,53.0,,,2.1,CITI,CITI_BANK,2026-01-05T04:30:30.095352
CITI0000002517,AUTH00002517,453244******1352,453244,1352,11/27,DISCOVER,PREPAID,2025-12-16,04:30:30,2025-12-16T04:30:30.095352,11363.33,INR,7100.15,,1.0,PREAUTH,0.0,CITI153761,"Acharya, Aurora and Biswas",,,Pune,Rajasthan,IND,,,TRM12166,90.0,0.0,Y,A634KF,0,,2025-12-16,Y,S,,CITI0001,453244.0,453244,VISA626402637,,45.96,19.28,REF000000002517,2517.0,B6802,2025-12-18,83.0,HIGH,Y,,CITI,CITI_BANK,2026-01-05T04:30:30.095352
,AUTH00002518,000000******0000,0,0,11/32,DISCOVER,DEBIT,2025-11-20,04:30:30,2025-11-20T04:30:30.095352,8017.22,GBP,,,20.0,CASH_WITHDRAWAL,10000.0,CITI662585,,7523.0,,Kolkata,,USA,375984.0,"92/21
Oza Circle",TRM80530,81.0,0.0,Y,,0,,2025-11-20,,S,,CITI0001,453246.0,0,VISA761840905,198.29,18.32,29.49,REF000000002518,2518.0,B7443,2025-11-23,,LOW,N,,CITI,CITI_BANK,2026-01-05T04:30:30.095352
CITI0000002519,AUTH00002519,453241******3389,453241,3389,03/26,MASTERCARD,DEBIT,2025-12-14,04:30:30,2025-12-14T04:30:30.095352,16619.35,INR,17644.69,,1.0,PURCHASE,10000.0,CITI539408,"Vohra, Pandey and Thakur",5311.0,,Lucknow,Uttar Pradesh,USA,367098.0,"H.No. 952
Ben Street",TRM46332,7.0,8.0,Y,,0,,2025-12-14,E,P,N,CITI0001,453242.0,453241,VISA604363878,79.74,,19.45,REF000000002519,2519.0,B7140,2025-12-16,,,Y,,CITI,CITI_BANK,2026-01-05T04:30:30.095352
CITI0000000252,AUTH00002520,999999******9999,999999,9999,11/32,AMEX,CREDIT,2025-12-22,04:30:30,2025-12-22T04:30:30.095352,19389.82,INR,,,1.0,PREAUTH,20000.0,M76,Cherian-Minhas,,,Hyderabad,,GBR,,,TRM57287,2.0,1.0,NO,A207HI,14,,2025-12-22,,N,Y,CITI0001,453245.0,999999,VISA828719123,,,8.87,REF000000002520,2520.0,B4817,2025-12-23,,,Y,2.2,CITI,CITI_BANK,2026-01-05T04:30:30.095352
CITI0000002521CITI0000002521,AUTH00002521,694306******3768,694306,3768,01/28,AMEX,PREPAID,2025-12-22,04:30:30,2025-12-22T04:30:30.095352,0.01,INR,,,99.0,,0.0,CITI696123,Bath and Sons,,,Delhi,Madhya Pradesh,GBR,302649.0,"43/944
Kant Chowk",TRM69126,10.0,2.0,N,A719XA,0,,2025-12-22,U,S,Y,CITI0001,453241.0,694306,VISA970010783,62.66,23.56,5.44,REF000000002521,2521.0,,2025-12-23,,,A,,CITI,CITI_BANK,2026-01-05T04:30:30.097427
2522,AUTH00002522,416667******7266,416667,7266,09/32,VISA,,2025-11-17,04:30:30,2025-11-17T04:30:30.097427,12951.81,INR,,,9.0,PURCHASE,20000.0,CITI533267,Das Ltd,,,Kochi,Punjab,ARE,416493.0,"H.No. 96, Kapur Nagar",TRM11118,90.0,0.0,Y,A473EB,63,,2025-11-17,U,M,N,CITI0001,453242.0,416667,VISA249756433,,,,REF000000002522,2522.0,B6237,2025-11-18,,LOW,,1.0,CITI,CITI_BANK,2026-01-05T04:30:30.097427
,AUTH00002523,4477617,447761,7617,01/31,DISCOVER,DB,2025-11-26,04:30:30,2025-11-26T04:30:30.097427,10327.46,INR,,INR,0.0,REFUND,0.0,00000000000000,Arora-Bora,5812.0,,Pune,,ARE,341196.0,,TRM32103,2.0,0.0,Y,,0,,2025-11-26,,U,N,CITI0001,453243.0,447761,VISA100514595,,30.9,,REF000000002523,2523.0,,2025-11-29,32.0,HIGH,Y,1.0,CITI,CITI_BANK,2026-01-05T04:30:30.097427
CITI0000002524,AUTH00002524,453243******5237,453243,5237,01/31,VISA,CREDIT,2026-09-15,04:30:30,2026-09-15T04:30:30.097427,14263.24,INR,22964.99,,20.0,REFUND,10000.0,CITI581972,Uppal-Bhattacharyya,5912.0,,Bangalore,,GBR,511801.0,"54/399, Saraf Chowk",TRM74161,81.0,2.0,N,A506DV,0,,2026-09-15,N,N,N,CITI0001,453241.0,453243,VISA454658943,171.53,23.64,,REF000000002524,2524.0,B4185,2026-09-16,85.0,MEDIUM,N,,CITI,CITI_BANK,2026-01-05T04:30:30.097427
CITI0000002525,AUTH00002525,453241******4047,453241,4047,10/31,VISA,CREDIT,2025-12-16,04:30:30,2025-12-16T04:30:30.097427,1252.79,INR,1448.59,,1.0,REFUND,10000.0,CITI162858,Wason-Nori,5411.0,,,,GBR,382182.0,,TRM58857,81.0,8.0,N,A996ZT,0,,2025-12-16,Y,S,N,CITI0001,453241.0,453241,VISA190255616,161.39,,25.23,REF000000002525,2525.0,B7883,2025-12-17,,,,2.2,CITI,CITI_BANK,2026-01-05T04:30:30.097427
,,453244******9714,453244,9714,09/28,VISA,CREDIT,2026-01-03,04:30:30,2026-01-03T04:30:30.097427,11073.21,SGD,20762.65,EUR,20.0,VOID,10000.0,CITI278629,Saran-Chaudhary,,,Jaipur,Punjab,ARE,,"H.No. 22, Balan Nagar",TRM93228,81.0,0.0,N,,65,,,,N,N,CITI0001,453244.0,453244,VISA847222486,,4.28,,REF000000002526,2526.0,B4538,2026-01-05,63.0,,N,2.0,CITI,CITI_BANK,2026-01-05T04:30:30.097427
CITI-2527,AUTH00002527,7559521,755952,9521,08/29,MASTERCARD,DEBIT,2025-12-08,04:30:30,2025-12-08T04:30:30.097427,1730.28,INR,,,1.0,CASH_WITHDRAWAL,0.0,,"Minhas, Venkataraman and Bhatti",5651.0,,Kochi,Arunachal Pradesh,,343786.0,,TRM72492,7.0,6.0,N,A111HA,0,,2025-12-08,,N,Y,CITI0001,453243.0,755952,VISA105305617,,37.7,22.66,REF000000002527,2527.0,B6256,2025-12-09,61.0,MEDIUM,,,CITI,CITI_BANK,2026-01-05T04:30:30.097427
CITI0000002528,AUTH00002528,453241******7887,453241,7887,07/31,DISCOVER,PREPAID,2025-12-08,04:30:30,2025-12-08T04:30:30.097427,18011.83,INR,,USD,9.0,VOID,90000.0,,Luthra-Edwin,5541.0,,Indore,Karnataka,GBR,889747.0,,TRM93974,5.0,2.0,N,,0,,2025-12-08,N,S,N,CITI0001,453246.0,453241,VISA599397646,,,16.76,REF000000002528,2528.0,,2025-12-09,39.0,MEDIUM,A,,CITI,CITI_BANK,2026-01-05T04:30:30.097427
CITI0000002529,AUTH00002529,453244******9538,453244,9538,07/28,DISCOVER,DEBIT,2025-11-14,04:30:30,2025-11-14T04:30:30.097427,15166.51,INR,23947.04,,0.0,PREAUTH,0.0,CITI833918,"Shetty, Kata and Goel",7523.0,,Pune,,SGP,449357.0,"937, Das Zila",TRM37508,90.0,6.0,N,A080EC,0,,2025-11-14,,N,Y,CITI0001,453244.0,453244,VISA205149436,155.75,30.04,22.29,REF000000002529,2529.0,,2025-11-15,96.0,LOW,A,2.2,CITI,CITI_BANK,2026-01-05T04:30:30.097427
2530,AUTH00002530,000000******0000,0,0,01/22,AMEX,CREDIT,2025-11-30,04:30:30,2025-11-30T04:30:30.097427,4848.24,USD,,,1.0,PURCHASE,0.0,,Merchant-Kannan,5691.0,,Bhopal,Tamil Nadu,IND,379903.0,,TRM33461,90.0,0.0,N,A790TA,0,,2025-11-30,S,,N,CITI0001,453241.0,0,VISA226517003,198.27,49.3,13.05,REF000000002530,2530.0,B4445,2025-12-01,39.0,,N,,CITI,CITI_BANK,2026-01-05T04:30:30.097427
CITI0000002531,AUTH00002531,453245******4239,453245,4239,02/32,VISA,DEBIT,2025-12-20,04:30:30,2025-12-20T04:30:30.097427,13839.32,INR,3684.67,,0.0,PREAUTH,20000.0,CITI803683,Raja LLC,,,,,IND,966498.0,"H.No. 06, Shere Zila",TRM97307,90.0,2.0,N,A492YT,0,,2025-12-20,,M,N,CITI0001,453243.0,453245,VISA284646521,,43.14,,REF000000002531,2531.0,B2402,2025-12-21,64.0,MEDIUM,,2.0,CITI,CITI_BANK,2026-01-05T04:30:30.097427
CITI0000002532,AUTH00002532,453241******5895,453241,5895,09/28,DISCOVER,DEBIT,2025-11-28,04:30:30,2025-11-28T04:30:30.097427,18629.71,AED,24367.61,EUR,0.0,CASH_WITHDRAWAL,10000.0,CITI598723,Chaudhuri Ltd,5651.0,,Chennai,Goa,GBR,353529.0,,TRM91855,10.0,2.0,N,A408RN,54,,2025-11-28,N,P,N,CITI0001,453245.0,453241,VISA887611401,,20.02,,REF000000002532,2532.0,B2930,2025-11-29,,,,,CITI,CITI_BANK,2026-01-05T04:30:30.097427
CITI0000002533,AUTH00002533,474236******4907,474236,4907,02/30,VISA,PREPAID,2025-12-09,04:30:30,2025-12-09T04:30:30.097427,16796.84,INR,9049.06,EUR,20.0,VOID,90000.0,CITI521527,"Modi, Mukhopadhyay and Narain",,,Kochi,Bihar,IND,,"647, Subramaniam Zila",TRM55720,81.0,6.0,Y,A754UW,0,,2025-12-09,Y,N,Y,CITI0001,453242.0,474236,VISA866332416,,,21.31,REF000000002533,2533.0,B4863,2025-12-10,,MEDIUM,,,CITI,CITI_BANK,2026-01-05T04:30:30.097427
CITI0000002534,AUTH00002534,453241******6340,453241,6340,09/29,AMEX,PREPAID,2026-06-01,04:30:30,2026-06-01T04:30:30.097427,11606.63,GBP,,EUR,9.0,,90000.0,CITI446290,Balakrishnan-Toor,4900.0,,Bangalore,,USA,748673.0,,TRM85987,2.0,8.0,Y,A613LR,61,,2026-06-01,P,,Y,CITI0001,453246.0,453241,VISA372798184,51.09,27.49,4.04,REF000000002534,2534.0,B3549,2026-06-04,,,N,,CITI,CITI_BANK,2026-01-05T04:30:30.097427
CITI0000002535,AUTH00002535,453244******7444,453244,7444,12/27,MASTERCARD,CREDIT,2025-12-15,04:30:30,2025-12-15T04:30:30.097427,1250.47,INR,,,1.0,PURCHASE,20000.0,CITI524889,Chakraborty-Tailor,5411.0,,Pune,,SGP,754574.0,,TRM85401,2.0,8.0,Y,A898QW,0,,2025-12-15,,,Y,CITI0001,453244.0,453244,VISA658738734,180.57,,,REF000000002535,2535.0,B7578,2025-12-17,,,Y,,CITI,CITI_BANK,2026-01-05T04:30:30.097427
,AUTH00002536AUTH00002536,000000******0000,0,0,08/29,VISA,CREDIT,2025-11-14,04:30:30,2025-11-14T04:30:30.097427,18686.17,,,,20.0,,0.0,,Menon Ltd,,,Kochi,Himachal Pradesh,,,"26/160, Sabharwal Chowk",TRM25710,7.0,6.0,NO,A133PO,54,,2025-11-14,U,M,Y,CITI0001,453246.0,0,VISA941519046,,,,REF000000002536,2536.0,,2025-11-16,90.0,MEDIUM,U,2.0,CITI,CITI_BANK,2026-01-05T04:30:30.097427
CITI0000002537,AUTH00002537,453243******7052,453243,7052,03/32,VISA,PREPAID,2025-12-25,04:30:30,2025-12-25T04:30:30.097427,15164.89,INR,10180.24,,9.0,,10000.0,CITI222762,Narasimhan-Raghavan,4121.0,,Chandigarh,,USA,962222.0,,TRM16596,5.0,0.0,Y,A801BV,62,,2025-12-25,S,,Y,CITI0001,453244.0,453243,VISA589405343,82.32,23.56,15.2,REF000000002537,2537.0,B4356,2025-12-26,,MEDIUM,,2.2,CITI,CITI_BANK,2026-01-05T04:30:30.097427
2538,AUTH00002538,999999******9999,999999,9999,02/26,MASTERCARD,CREDIT,2025-12-29,04:30:30,2025-12-29T04:30:30.097427,19988.14,,,,9.0,REFUND,0.0,,Nath Group,,,Indore,Goa,SGP,180318.0,,TRM37303,2.0,8.0,0,,5,,2025-12-29,E,P,N,CITI0001,453242.0,999999,VISA441641380,76.61,,23.56,REF000000002538,2538.0,B8798,2026-01-01,,,,2.0,CITI,CITI_BANK,2026-01-05T04:30:30.097427
CITI0000002539,AUTH00002539,453245******0037,453245,37,09/30,DISCOVER,DEBIT,2025-11-28,04:30:30,2025-11-28T04:30:30.097427,8365.74,INR,,,0.0,CASH_WITHDRAWAL,20000.0,CITI819888,Rajagopal PLC,4121.0,,Mumbai,,USA,560400.0,"33/203, Shere Ganj",TRM72939,10.0,1.0,N,,0,,2025-11-28,Y,,Y,CITI0001,453243.0,453245,VISA505305471,125.83,18.19,28.34,REF000000002539,2539.0,B7192,2025-11-30,,,N,1.0,CITI,CITI_BANK,2026-01-05T04:30:30.097427
CITI0000002540,AUTH00002540,453241******5429,453241,5429,01/31,MASTERCARD,DEBIT,2025-11-22,04:30:30,2025-11-22T04:30:30.097427,20329.48,INR,,,1.0,CASH_WITHDRAWAL,0.0,CITI777772,"Doctor, Joshi and Rama",5691.0,,,Rajasthan,ARE,,"H.No. 54
Sarraf Marg",TRM19191,7.0,0.0,N,A822LS,62,,2025-11-22,E,N,N,CITI0001,453243.0,453241,VISA856516845,192.93,5.39,21.39,REF000000002540,2540.0,B4666,2025-11-24,,HIGH,U,2.2,CITI,CITI_BANK,2026-01-05T04:30:30.097427
CITI0000002541,AUTH00002541,453243******2421,453243,2421,07/26,AMEX,DEBIT,2025-12-19,04:30:30,2025-12-19T04:30:30.097427,17193.12,INR,22847.01,,0.0,PURCHASE,90000.0,CITI902950,"Varma, Tiwari and Datta",5812.0,,Chandigarh,Tripura,ARE,210709.0,,TRM61454,90.0,2.0,Y,A031CN,0,,2025-12-19,Y,M,,CITI0001,453245.0,453243,VISA713993403,,13.46,21.73,REF000000002541,2541.0,B3453,2025-12-21,69.0,,,,CITI,CITI_BANK,2026-01-05T04:30:30.097427
