txn_reference_number,authorization_id,card_number,card_bin,card_last_digits,card_expiry_mmyy,card_type,card_scheme,transaction_date,transaction_time,transaction_timestamp,transaction_amount,transaction_currency,billing_amount,billing_currency,transaction_type_code,transaction_type_desc,processing_code,merchant_id,merchant_name,merchant_category_code,merchant_category_desc,merchant_city,merchant_state,merchant_country,merchant_postal_code,merchant_address,terminal_id,pos_entry_mode,pos_condition_code,card_present_flag,auth_code,response_code,response_message,auth_date,avs_result,cvv_result,cvv_provided,acquirer_id,acquirer_bin,issuer_bin,network_reference,interchange_fee,service_tax,network_fee,retrieval_reference_number,trace_number,batch_number,settlement_date,fraud_score,risk_category,3ds_authenticated,3ds_version,bank_name,data_source,record_created_at
HDFC0000003035,AUTH00003035,453212******7615,453212,7615,01/30,VISA,CREDIT,2025-12-09,23:10:57,2025-12-09T23:10:57.348844,7997.45,INR,,,20,PURCHASE,000000,HDFC747192,Jain-Vasa,5541,,Jaipur,Gujarat,IND,324540,"H.No. 614, Kale Road",TRM12796,90,00,Y,A575RT,05,,2025-12-09,P,N,Y,HDFC0001,453211,453212,VISA300783711,92.37,29.0,9.0,REF000000003035,003035,B5878,2025-12-10,35.0,HIGH,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.349880
HDFC0000000189,AUTH00000189,453212******5640,453212,5640,04/28,VISA,CREDIT,2025-12-14,23:10:56,2025-12-14T23:10:56.956124,-6676.03,INR,,,00,REFUND,000000,HDFC242350,Venkatesh-Sathe,5651,,Ahmedabad,Bihar,IND,334677,"97/187, Setty Nagar",TRM88732,05,00,N,A286DK,91,,2025-12-14,U,U,Y,HDFC0001,453212,453212,VISA378200009,,,,REF000000000189,000189,B4082,2025-12-15,14.0,LOW,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:56.956124
HDFC0000001834,AUTH00001834,453212******5077,453212,5077,06/26,VISA,CREDIT,2026-01-01,23:10:57,2026-01-01T23:10:57.211150,9945.2,INR,,,20,CASH_WITHDRAWAL,000000,HDFC966439,"Soman, Dhar and Sabharwal",,,Bangalore,Maharashtra,IND,616474,,TRM20624,05,00,N,A941WC,91,,2026-01-01,P,P,Y,HDFC0001,453214,453212,VISA635945204,17.23,23.24,19.73,REF000000001834,001834,B8447,2026-01-02,48.0,HIGH,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.211150
HDFC0000001298,AUTH00001298,453214******7660,453214,7660,12/26,VISA,CREDIT,2025-12-23,23:10:57,2025-12-23T23:10:57.148767,9619.22,INR,,,20,REFUND,000000,HDFC328486,Keer Group,,,Chennai,West Bengal,IND,654617,,TRM47211,90,00,N,A984RB,05,,2025-12-23,A,U,N,HDFC0001,453212,453214,VISA427629476,25.86,26.72,14.45,REF000000001298,001298,B3886,2025-12-24,85.0,MEDIUM,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.148767
HDFC0000003328,AUTH00003328,453214******3283,453214,3283,10/28,VISA,CREDIT,2025-12-08,23:10:57,2025-12-08T23:10:57.386456,9740.24,INR,,,21,CASH_WITHDRAWAL,000000,HDFC895217,Bahl-Korpal,5814,,Ahmedabad,Sikkim,IND,469885,"H.No. 869
Sahni Path",TRM37414,02,00,N,A134RD,51,,2025-12-08,Y,P,N,HDFC0001,453211,453214,VISA163833774,65.38,,12.97,REF000000003328,003328,B8288,2025-12-09,,MEDIUM,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.388104
HDFC0000002044,AUTH00002044,453212******7950,453212,7950,10/30,VISA,CREDIT,2025-12-07,23:10:57,2025-12-07T23:10:57.234179,2014.44,INR,,,21,REFUND,000000,HDFC322392,"Ahuja, Walla and Sampath",5661,,Mumbai,Uttarakhand,IND,942321,"42/69
Dugar Road",TRM44217,90,00,Y,A039IR,51,,2025-12-07,U,P,Y,HDFC0001,453211,453212,VISA233384049,76.16,28.13,12.15,REF000000002044,002044,B9365,2025-12-08,,HIGH,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.234179
HDFC0000002196,AUTH00002196,453211******7119,453211,7119,01/27,VISA,CREDIT,2025-12-17,23:10:57,2025-12-17T23:10:57.252929,7502.72,INR,,,01,CASH_WITHDRAWAL,000000,HDFC559451,Raj-Natt,5411,,Kolkata,Kerala,IND,699875,,TRM31390,02,00,Y,A922FR,05,,2025-12-17,A,N,Y,HDFC0001,453214,453211,VISA522260587,87.85,34.38,11.44,REF000000002196,002196,B2439,2025-12-18,93.0,,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.252929
HDFC0000003148,AUTH00003148,453214******1321,453214,1321,01/28,VISA,CREDIT,2025-12-20,23:10:57,2025-12-20T23:10:57.364226,6025.76,INR,,,20,PURCHASE,000000,HDFC805456,Krishna-Ramachandran,7011,,Ahmedabad,Punjab,IND,,"394, Suri Nagar",TRM23137,05,00,N,A173QS,00,,2025-12-20,P,M,Y,HDFC0001,453211,453214,VISA384731728,65.58,7.29,12.06,REF000000003148,003148,B7937,2025-12-21,72.0,HIGH,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.364226
HDFC0000003385,AUTH00003385,453212******1479,453212,1479,10/28,VISA,CREDIT,2025-12-24,23:10:57,2025-12-24T23:10:57.392437,4553.53,INR,,,20,CASH_WITHDRAWAL,000000,HDFC601062,Babu-Singh,5999,,Lucknow,Jharkhand,IND,,"H.No. 593, Mahajan",TRM35853,02,00,Y,A815AX,00,,2025-12-24,A,N,Y,HDFC0001,453212,453212,VISA630436239,91.0,28.22,2.07,REF000000003385,003385,B3024,2025-12-25,,MEDIUM,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.392437
HDFC0000003593,AUTH00003593,453213******7736,453213,7736,07/30,VISA,CREDIT,2026-01-11,23:10:57,2025-12-23T23:10:57.417642,4920.66,INR,,,20,CASH_WITHDRAWAL,000000,HDFC869738,Bhalla-Rajagopal,5999,,Lucknow,Odisha,IND,217691,"92/853, Bhagat Street",TRM42258,05,00,N,A254AF,05,,2025-12-23,U,P,Y,HDFC0001,453213,453213,VISA989959675,,38.07,15.82,REF000000003593,003593,B1535,2025-12-24,86.0,LOW,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.417642
HDFC0000003629,AUTH00003629,453214******3381,453214,3381,04/27,VISA,CREDIT,2025-12-14,23:10:57,2025-12-14T23:10:57.422484,1523.43,INR,,,21,CASH_WITHDRAWAL,000000,HDFC697090,Savant-Malhotra,,,Pune,Telangana,IND,580800,"379
Dugal Street",TRM11726,81,00,Y,,00,,2025-12-14,A,P,N,HDFC0001,453212,453214,VISA572054303,47.63,38.86,14.43,REF000000003629,003629,B8926,2025-12-15,50.0,LOW,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.422484
HDFC0000002865,AUTH00002865,453212******8252,453212,8252,06/30,VISA,CREDIT,2025-12-29,23:10:57,2025-12-29T23:10:57.329739,4560.29,INR,,,00,CASH_WITHDRAWAL,000000,HDFC589579,"Soman, Raman and Pai",5732,,Mumbai,Arunachal Pradesh,IND,952755,"52
Sharaf Path",TRM96339,02,00,N,A231YW,05,,2025-12-29,A,P,Y,HDFC0001,453212,453212,VISA120560876,75.36,8.42,,REF000000002865,002865,B7367,2025-12-30,4.0,LOW,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.329739
HDFC0000002991,AUTH00002991,453214******0115,453214,0115,10/26,VISA,CREDIT,2025-12-30,23:10:57,2025-12-30T23:10:57.344828,7563.82,INR,,,00,REFUND,000000,HDFC951383,"Seshadri, Gala and Sankaran",5311,,Mumbai,Uttarakhand,IND,,"H.No. 100
Mittal Ganj",TRM53451,81,00,Y,,00,,2025-12-30,Y,N,N,HDFC0001,453212,453214,VISA718944500,82.87,47.0,,REF000000002991,002991,B4690,2025-12-31,92.0,,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.344828
HDFC0000000322,AUTH00000322,453212******4505,453212,4505,06/29,VISA,CREDIT,2025-12-13,23:10:56,2025-12-13T23:10:56.976375,9098.45,INR,,,21,PURCHASE,000000,HDFC727296,Mutti Ltd,5661,,Jaipur,Goa,IND,,"52, Bhardwaj Path",TRM72843,05,00,N,A074NW,51,,2025-12-13,U,N,Y,HDFC0001,453211,453212,VISA256700837,60.54,,13.35,REF000000000322,000322,B7082,2025-12-14,,HIGH,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:56.976375
HDFC0000001493,AUTH00001493,453211******4916,453211,4916,08/29,VISA,CREDIT,2025-12-23,23:10:57,2025-12-23T23:10:57.170250,3287.81,INR,,,20,REFUND,000000,HDFC740238,Pillay and Sons,5541,,Chennai,Rajasthan,IND,,"H.No. 07
Savant Chowk",TRM73252,05,00,N,A946KD,51,,2025-12-23,Y,P,N,HDFC0001,453212,453211,VISA355066880,28.57,35.33,,REF000000001493,001493,B9171,2025-12-24,,,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.170250
HDFC0000001430,AUTH00001430,453212******4348,453212,4348,01/27,VISA,CREDIT,2025-12-20,23:10:57,2025-12-20T23:10:57.160188,8870.19,INR,,,20,REFUND,000000,HDFC992167,Chauhan Ltd,5942,,Delhi,Nagaland,IND,213515,"23/335
Bansal Zila",TRM67240,90,00,Y,A409AH,00,,2025-12-20,N,M,N,HDFC0001,453212,453212,VISA273431415,,37.87,14.33,REF000000001430,001430,B6389,2025-12-21,29.0,LOW,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.160188
HDFC0000003720,AUTH00003720,453211******4225,453211,4225,07/29,VISA,CREDIT,2025-12-30,23:10:57,2025-12-30T23:10:57.432146,4010.48,INR,,,01,PURCHASE,000000,HDFC211683,Narain-Sampath,5541,,Chennai,Andhra Pradesh,IND,,"H.No. 92, Peri Ganj",TRM87024,81,00,N,A777SF,05,,2025-12-30,A,P,Y,HDFC0001,453212,453211,VISA369064007,55.38,42.02,4.16,REF000000003720,003720,B8242,2025-12-31,8.0,,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.432146
HDFC0000002829,AUTH00002829,453211******6495,453211,6495,04/28,VISA,CREDIT,2025-12-16,23:10:57,2025-12-16T23:10:57.325919,3131.45,INR,,,01,CASH_WITHDRAWAL,000000,HDFC334473,"Vig, Goda and Nigam",5651,,Delhi,Chhattisgarh,IND,796515,,TRM38213,90,00,Y,,91,,2025-12-16,Y,P,Y,HDFC0001,453212,453211,VISA374333491,64.01,20.71,9.34,REF000000002829,002829,B5510,2025-12-17,,HIGH,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.325919
HDFC0000000761,AUTH00000761,453214******5107,453214,5107,01/27,VISA,CREDIT,2025-12-12,23:10:57,2025-12-12T23:10:57.087228,3824.59,INR,,,21,CASH_WITHDRAWAL,000000,HDFC893342,"Soman, Dutt and Mukherjee",5814,,Chennai,Odisha,IND,830761,"74/30, Sehgal Street",TRM84612,90,00,N,A169ZP,91,,2025-12-12,Y,P,N,HDFC0001,453214,453214,VISA366960543,,,,REF000000000761,000761,B4187,2025-12-13,,LOW,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.087228
HDFC0000002888,AUTH00002888,453214******5330,453214,5330,02/26,VISA,CREDIT,2025-12-16,23:10:57,2025-12-16T23:10:57.333135,8700.45,INR,,,21,REFUND,000000,HDFC793121,Narayan-Memon,5999,,Kolkata,Chhattisgarh,IND,909685,,TRM56447,90,00,Y,A175BI,05,,2025-12-16,Y,P,Y,HDFC0001,453211,453214,VISA629684124,32.85,48.88,18.79,REF000000002888,002888,B3941,2025-12-17,46.0,LOW,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.333135
HDFC0000001245,AUTH00001245,453212******0470,453212,0470,08/26,VISA,CREDIT,2025-12-13,23:10:57,2025-12-13T23:10:57.141050,446.23,INR,,,01,REFUND,000000,HDFC107641,Kala LLC,5311,,Pune,Uttarakhand,IND,278363,,TRM37954,02,00,N,A159UL,51,,2025-12-13,N,N,Y,HDFC0001,453214,453212,VISA918830976,87.95,24.15,7.47,REF000000001245,001245,B4455,2025-12-14,95.0,LOW,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.141050
HDFC0000000090,AUTH00000090,453213******8442,453213,8442,10/30,VISA,CREDIT,2025-12-14,23:10:56,2025-12-14T23:10:56.941196,5723.09,INR,,,21,REFUND,000000,HDFC496905,"Devan, Chatterjee and Baral",5651,,Delhi,Jharkhand,IND,333726,"H.No. 952
Merchant Zila",TRM56255,81,00,N,A562MI,00,,2025-12-14,U,N,N,HDFC0001,453212,453213,VISA346950710,,14.52,,REF000000000090,000090,B6934,2025-12-15,15.0,MEDIUM,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:56.941196
HDFC0000002076,AUTH00002076,453213******0335,453213,0335,07/29,VISA,CREDIT,2025-12-29,23:10:57,2025-12-29T23:10:57.239164,4299.18,INR,,,00,PURCHASE,000000,HDFC332694,Korpal-Agate,5691,,Ahmedabad,Manipur,IND,110545,"18
Nath Marg",TRM35712,05,00,N,A724AT,51,,2025-12-29,U,M,N,HDFC0001,453212,453213,VISA136307310,89.21,47.84,10.09,REF000000002076,002076,B6443,2025-12-30,,,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.239164
HDFC0000000765,AUTH00000765,453213******0666,453213,0666,08/27,VISA,CREDIT,2026-01-14,23:10:57,2025-12-13T23:10:57.087228,9784.45,INR,,,20,PURCHASE,000000,HDFC628486,Bhavsar-Kalla,5732,,Lucknow,Meghalaya,IND,432431,,TRM71958,05,00,Y,A681XE,51,,2025-12-13,U,N,Y,HDFC0001,453214,453213,VISA895143582,70.82,49.93,6.66,REF000000000765,000765,B5044,2025-12-14,56.0,MEDIUM,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.087228
HDFC0000003482,AUTH00003482,453214******7632,453214,7632,08/27,VISA,CREDIT,2025-12-13,23:10:57,2025-12-13T23:10:57.403601,777.38,INR,,,21,CASH_WITHDRAWAL,000000,HDFC524670,Upadhyay-Sangha,5999,,Hyderabad,Arunachal Pradesh,IND,316545,"45/633, Zachariah Ganj",TRM35318,02,00,N,A923TN,91,,2025-12-13,P,P,Y,HDFC0001,453213,453214,VISA724712863,78.83,23.51,,REF000000003482,003482,B1483,2025-12-14,28.0,LOW,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.403601
HDFC0000000632,AUTH00000632,453213******9981,453213,9981,08/26,VISA,CREDIT,2026-01-03,23:10:57,2026-01-03T23:10:57.069954,6062.47,INR,,,01,PURCHASE,000000,HDFC738015,"Ramakrishnan, Keer and Sampath",,,Chennai,Gujarat,IND,744738,,TRM34356,90,00,N,,91,,2026-01-03,Y,N,Y,HDFC0001,453214,453213,VISA915053296,41.55,36.63,8.26,REF000000000632,000632,B7497,2026-01-04,,LOW,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.069954
HDFC0000000693,AUTH00000693,453213******9034,453213,9034,08/29,VISA,CREDIT,2026-01-03,23:10:57,2026-01-03T23:10:57.079902,2632.59,INR,,,20,CASH_WITHDRAWAL,000000,HDFC551215,Vora-Rau,5942,,Delhi,Odisha,IND,546724,,TRM33254,05,00,N,,05,,2026-01-03,U,U,N,HDFC0001,453213,453213,VISA691899252,73.91,36.59,18.25,REF000000000693,000693,B1727,2026-01-04,,LOW,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.079902
HDFC0000000962,AUTH00000962,453211******2947,453211,2947,01/27,VISA,CREDIT,2025-12-16,23:10:57,2025-12-16T23:10:57.108598,8348.65,INR,,,00,CASH_WITHDRAWAL,000000,HDFC324259,Mander-Thakkar,5812,,Bangalore,Sikkim,IND,675587,"H.No. 423, Buch Marg",TRM77175,90,00,N,A430EW,00,,2025-12-16,Y,U,Y,HDFC0001,453214,453211,VISA103308324,86.32,14.31,14.21,REF000000000962,000962,B4848,2025-12-17,,LOW,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.108598
HDFC0000003594,AUTH00003594,453212******2845,453212,2845,03/30,VISA,CREDIT,2025-12-13,23:10:57,2025-12-13T23:10:57.417642,1154.62,INR,,,20,CASH_WITHDRAWAL,000000,HDFC373349,Som-Mann,5661,,Delhi,Maharashtra,IND,348797,,TRM79218,90,00,N,A778QY,51,,2025-12-13,Y,N,Y,HDFC0001,453212,453212,VISA525290495,48.1,17.59,2.72,REF000000003594,003594,B6863,2025-12-14,3.0,,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.417642
HDFC0000000239,AUTH00000239,453211******5086,453211,5086,12/27,VISA,CREDIT,2025-12-30,23:10:56,2025-12-30T23:10:56.962981,655.09,INR,,,20,CASH_WITHDRAWAL,000000,HDFC116901,"Bera, Parmer and Andra",5661,,Hyderabad,Meghalaya,IND,,,TRM24308,05,00,N,A236JG,00,,2025-12-30,N,N,N,HDFC0001,453213,453211,VISA990279988,47.44,44.41,,REF000000000239,000239,B6350,2025-12-31,46.0,MEDIUM,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:56.962981
HDFC0000001863,AUTH00001863,453213******1702,453213,1702,11/28,VISA,CREDIT,2025-12-24,23:10:57,2025-12-24T23:10:57.214508,9606.33,INR,,,00,CASH_WITHDRAWAL,000000,HDFC449467,Sridhar-Guha,4121,,Mumbai,Jharkhand,IND,774551,"71
Savant Chowk",TRM45536,05,00,Y,A629ZZ,51,,2025-12-24,N,U,N,HDFC0001,453211,453213,VISA494442314,31.23,28.13,9.46,REF000000001863,001863,B1994,2025-12-25,,HIGH,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.214508
HDFC0000002554,AUTH00002554,453212******2573,453212,2573,08/27,VISA,CREDIT,2025-12-31,23:10:57,2025-12-31T23:10:57.293471,3363.41,INR,,,01,CASH_WITHDRAWAL,000000,HDFC183925,Rau-Bansal,5651,,Delhi,Bihar,IND,989732,"H.No. 396
Bahl Zila",TRM62609,90,00,N,A175NR,91,,2025-12-31,U,M,N,HDFC0001,453214,453212,VISA311757868,84.35,28.0,9.16,REF000000002554,002554,B6790,2026-01-01,16.0,LOW,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.293471
HDFC0000002128,AUTH00002128,453211******3663,453211,3663,03/27,VISA,CREDIT,2025-12-23,23:10:57,2025-12-23T23:10:57.243776,607.19,INR,,,21,REFUND,000000,HDFC856142,Ratti-Misra,5912,,Mumbai,Telangana,IND,292108,"H.No. 703
Pathak Circle",TRM54651,81,00,N,A036ZC,05,,2025-12-23,P,N,Y,HDFC0001,453214,453211,VISA722871999,12.3,49.95,,REF000000002128,002128,B9976,2025-12-24,86.0,,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.243776
HDFC0000002181,AUTH00002181,453211******5943,453211,5943,12/30,VISA,CREDIT,2025-12-24,23:10:57,2025-12-24T23:10:57.251397,1747.76,INR,,,01,REFUND,000000,HDFC648793,Kamdar-Tara,4121,,Chennai,Mizoram,IND,,"H.No. 597, Sethi Path",TRM39685,02,00,Y,A292QC,91,,2025-12-24,Y,P,Y,HDFC0001,453214,453211,VISA293889923,48.08,36.97,14.95,REF000000002181,002181,B2150,2025-12-25,85.0,MEDIUM,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.251397
HDFC0000002863,AUTH00002863,453212******7941,453212,7941,09/29,VISA,CREDIT,2025-12-20,23:10:57,2025-12-20T23:10:57.329739,3212.31,INR,,,20,CASH_WITHDRAWAL,000000,HDFC268703,Biswas-Sule,5651,,Pune,Assam,IND,973206,"38/919, Toor Zila",TRM30882,81,00,Y,A740UB,51,,2025-12-20,P,P,Y,HDFC0001,453212,453212,VISA993676980,72.79,22.34,11.03,REF000000002863,002863,B3457,2025-12-21,37.0,,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.329739
HDFC0000001965,AUTH00001965,453214******4315,453214,4315,06/26,VISA,CREDIT,2025-12-15,23:10:57,2025-12-15T23:10:57.225732,6756.86,INR,,,21,PURCHASE,000000,HDFC604873,Chaudry-Bala,,,Mumbai,Manipur,IND,,,TRM38444,81,00,Y,A308DH,91,,2025-12-15,Y,N,Y,HDFC0001,453212,453214,VISA647467049,25.64,10.35,13.06,REF000000001965,001965,B4790,2025-12-16,,LOW,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.225732
HDFC0000003096,AUTH00003096,453212******8283,453212,8283,08/30,VISA,CREDIT,2025-12-07,23:10:57,2025-12-07T23:10:57.358697,1596.97,INR,,,00,PURCHASE,000000,HDFC953802,Jayaraman-Grewal,,,Kolkata,West Bengal,IND,334833,,TRM33384,81,00,Y,A790XR,00,,2025-12-07,P,P,N,HDFC0001,453214,453212,VISA280895448,81.81,48.89,2.55,REF000000003096,003096,B7191,2025-12-08,17.0,,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.358697
HDFC0000002816,AUTH00002816,453214******3956,453214,3956,02/29,VISA,CREDIT,2025-12-08,23:10:57,2025-12-08T23:10:57.322329,3410.08,INR,,,21,PURCHASE,000000,HDFC907473,Gole-Buch,7011,,Mumbai,Himachal Pradesh,IND,353627,"H.No. 727
Wason Path",TRM68899,05,00,N,A045ZJ,91,,2025-12-08,N,P,Y,HDFC0001,453213,453214,VISA182766482,80.59,8.83,17.21,REF000000002816,002816,B7779,2025-12-09,,HIGH,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.322329
HDFC0000000597,AUTH00000597,247486******5481,247486,5481,11/30,VISA,CREDIT,2025-12-23,23:10:57,2025-12-23T23:10:57.058174,6984.83,INR,,,00,REFUND,000000,HDFC629397,"Pandey, Dhawan and Arya",,,Ahmedabad,Chhattisgarh,IND,,"H.No. 76
Gaba Path",TRM46351,81,00,Y,A132GO,05,,2025-12-23,P,N,Y,HDFC0001,453214,247486,VISA395915338,26.01,39.2,13.59,REF000000000597,000597,B8796,2025-12-24,,MEDIUM,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.058174
HDFC0000002111,AUTH00002111,453214******3868,453214,3868,06/27,VISA,CREDIT,2025-12-08,23:10:57,2025-12-08T23:10:57.242286,4103.78,INR,,,20,PURCHASE,000000,HDFC677697,Thaman-Patla,5912,,Mumbai,Andhra Pradesh,IND,147538,"H.No. 30, Sastry Zila",TRM57247,81,00,Y,A316FZ,51,,2025-12-08,A,P,N,HDFC0001,453213,453214,VISA539806435,31.54,,2.17,REF000000002111,002111,B6436,2025-12-09,,LOW,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.242286
HDFC0000003114,AUTH00003114,453212******7124,453212,7124,10/28,VISA,CREDIT,2025-12-27,23:10:57,2025-12-27T23:10:57.360379,5480.77,INR,,,21,PURCHASE,000000,HDFC820086,Om Ltd,5411,,Mumbai,Tamil Nadu,IND,738495,"33/97, Sen Zila",TRM51641,02,00,Y,A856HG,05,,2025-12-27,U,M,N,HDFC0001,453211,453212,VISA400495637,22.76,6.89,,REF000000003114,003114,B9856,2025-12-28,31.0,HIGH,N,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.360379
HDFC0000000679,AUTH00000679,453211******7707,453211,7707,01/29,VISA,CREDIT,2025-12-27,23:10:57,2025-12-27T23:10:57.078389,1768.57,INR,,,21,REFUND,000000,HDFC446784,Dora-Varma,5942,,Hyderabad,Punjab,IND,950710,,TRM56582,81,00,N,A107ZD,91,,2025-12-27,A,P,N,HDFC0001,453212,453211,VISA996903910,,36.35,14.57,REF000000000679,000679,B6795,2025-12-28,16.0,LOW,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.078389
HDFC0000001147,AUTH00001147,453214******5144,453214,5144,06/27,VISA,CREDIT,2025-12-09,23:10:57,2025-12-09T23:10:57.127092,1878.32,INR,,,01,PURCHASE,000000,HDFC245967,Nagy Group,5651,,Chennai,Uttar Pradesh,IND,436587,"H.No. 88
Kale Ganj",TRM88064,90,00,Y,A987RG,91,,2025-12-09,P,U,N,HDFC0001,453213,453214,VISA690322932,67.72,10.37,2.0,REF000000001147,001147,B7349,2025-12-10,,MEDIUM,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.127092
HDFC0000000473,AUTH00000473,453213******9145,453213,9145,04/26,VISA,CREDIT,2025-12-28,23:10:57,2025-12-28T23:10:57.037705,5198.38,INR,,,21,CASH_WITHDRAWAL,000000,HDFC720001,Som-Devan,5541,,Kolkata,Goa,IND,492546,"060, Sachar Road",TRM42941,02,00,Y,A333EL,05,,2025-12-28,P,P,Y,HDFC0001,453212,453213,VISA890224337,10.67,26.74,,REF000000000473,000473,B9072,2025-12-29,73.0,,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.037705
HDFC0000000525,AUTH00000525,453214******2495,453214,2495,08/30,VISA,CREDIT,2025-12-22,23:10:57,2025-12-22T23:10:57.048933,6407.21,INR,,,00,CASH_WITHDRAWAL,000000,HDFC200853,Krishnan-Deo,5732,,Jaipur,Punjab,IND,919579,"H.No. 40
Ghosh Zila",TRM35786,90,00,Y,,00,,2025-12-22,A,N,N,HDFC0001,453212,453214,VISA507527532,,39.88,18.97,REF000000000525,000525,B5487,2025-12-23,54.0,HIGH,Y,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.048933
HDFC0000003579,AUTH00003579,453211******1887,453211,1887,08/26,VISA,CREDIT,2025-12-11,23:10:57,2025-12-11T23:10:57.415473,9075.69,INR,,,00,PURCHASE,000000,HDFC493937,"Arya, Naidu and Thaman",,,Delhi,Gujarat,IND,982726,"H.No. 08, Pillay Ganj",TRM57910,02,00,Y,A442RO,51,,2025-12-11,A,P,Y,HDFC0001,453214,453211,VISA778595130,,,3.66,REF000000003579,003579,B3551,2025-12-12,95.0,LOW,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.415473
HDFC0000002979,AUTH00002979,453214******2105,453214,2105,02/26,VISA,CREDIT,2026-01-13,23:10:57,2026-01-04T23:10:57.341307,5768.27,INR,,,21,PURCHASE,000000,HDFC923228,"Buch, Thakkar and Chopra",5661,,Delhi,Rajasthan,IND,351012,"H.No. 962, Gaba Road",TRM48676,02,00,Y,A657HX,00,,2026-01-04,A,U,N,HDFC0001,453214,453214,VISA254114887,82.03,12.92,,REF000000002979,002979,B3213,2026-01-05,,MEDIUM,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.341307
HDFC0000000582,AUTH00000582,453213******0375,453213,0375,07/29,VISA,CREDIT,2025-12-09,23:10:57,2025-12-09T23:10:57.055357,4227.92,INR,,,21,CASH_WITHDRAWAL,000000,HDFC126237,"Dada, Morar and Bakshi",5541,,Mumbai,Madhya Pradesh,IND,589942,,TRM50386,90,00,N,A937WF,00,,2025-12-09,Y,P,N,HDFC0001,453212,453213,VISA799801244,15.35,40.49,2.84,REF000000000582,000582,B5550,2025-12-10,52.0,MEDIUM,Y,1.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.055357
HDFC0000001268,AUTH00001268,453212******6828,453212,6828,06/26,VISA,CREDIT,2025-12-05,23:10:57,2025-12-05T23:10:57.144757,3233.84,INR,,,01,REFUND,000000,HDFC638763,Saran-Dutta,,,Mumbai,Meghalaya,IND,125823,"H.No. 11, Sood Path",TRM45953,90,00,Y,A942PH,00,,2025-12-05,U,P,N,HDFC0001,453211,453212,VISA609732478,11.29,41.33,10.63,REF000000001268,001268,B1358,2025-12-06,56.0,MEDIUM,N,2.0,HDFC,HDFC_BANK,2026-01-04T23:10:57.144757
